,id,date_season_begin,Civic,Commercial,Cultural,Industrial,Other,Transportation,Vacant,Water,Residential,Total:,Not Hispanic or Latino:,Not Hispanic or Latino: - White alone,Not Hispanic or Latino: - Black or African American alone,Not Hispanic or Latino: - American Indian and Alaska Native alone,Not Hispanic or Latino: - Asian alone,Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: - Some Other Race alone,Not Hispanic or Latino: - Two or More Races,Hispanic or Latino:,Hispanic or Latino: - White alone,Hispanic or Latino: - Black or African American alone,Hispanic or Latino: - American Indian and Alaska Native alone,Hispanic or Latino: - Asian alone,Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: - Some Other Race alone,Hispanic or Latino: - Two or More Races,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),income_to_poverty_under_.50,income_to_poverty_.50_to_.99,income_to_poverty_1.00_to_1.24,income_to_poverty_1.25_to_1.49,income_to_poverty_1.50_to_1.84,income_to_poverty_1.85_to_1.99,income_to_poverty_over_2.00,id,cafe,convenience,gym,institution,liquor,lodging,nightlife,pharmacy,restaurant,retail,business_count
20,1471,2014-09-01,0.058461982503004835,0.0486739754909298,0.0026672812785344486,0.0045031007732217136,0.0,0.38590810746049975,0.0941284122483052,0.0,0.4641191227485091,662,0.9682779456193352,0.00906344410876133,0.9441087613293052,0.007552870090634442,0.0,0.0,0.0,0.007552870090634442,0.03172205438066465,0.0,0.013595166163141994,0.0,0.0,0.0,0.012084592145015106,0.006042296072507553,14474.0,0.13918629550321202,0.09635974304068523,0.01713062098501071,0.31905781584582443,0.0,0.0,0.4282655246252677,1471,1,0,0,1,0,0,1,1,1,1,85
21,1625,2014-09-01,0.019435688483288072,0.05882925426230939,0.003059513008737622,0.0,0.0,0.4066956649885827,0.04143358620899352,0.0,0.4899819815313767,1310,0.9763358778625956,0.012213740458015269,0.9412213740458016,0.0038167938931297713,0.0038167938931297713,0.0,0.0,0.015267175572519085,0.02366412213740458,0.0015267175572519086,0.011450381679389313,0.0022900763358778627,0.0,0.0,0.006106870229007634,0.0022900763358778627,15307.0,0.1970954356846473,0.07053941908713693,0.03941908713692946,0.014522821576763488,0.041493775933609964,0.09232365145228216,0.5446058091286307,1625,1,1,1,1,1,0,1,0,1,1,235
22,1700,2014-03-01,0.1397838287952585,0.019463140507481942,0.0029666629354062647,0.007500046858335823,0.0,0.3217318074681337,0.09060245999741257,0.0,0.5577358822332297,677,0.9896602658788776,0.0310192023633678,0.8596750369276218,0.0029542097488921715,0.036927621861152136,0.0,0.0,0.059084194977843424,0.0103397341211226,0.007385524372230428,0.0029542097488921715,0.0,0.0,0.0,0.0,0.0,8472.0,0.25996204933586337,0.36432637571157495,0.05882352941176471,0.022770398481973438,0.011385199240986715,0.013282732447817835,0.269449715370019,1700,1,0,0,1,0,0,1,1,1,1,89
23,1788,2014-09-01,0.04401116885595634,0.07595466704913996,0.0,0.006648909110180006,0.0,0.41331353222546857,0.042904096888366106,0.0,0.4611787947268453,988,0.9736842105263158,0.0010121457489878543,0.945344129554656,0.009109311740890687,0.0010121457489878543,0.0010121457489878543,0.0010121457489878543,0.015182186234817813,0.02631578947368421,0.0010121457489878543,0.008097165991902834,0.0020242914979757085,0.0,0.0,0.00708502024291498,0.008097165991902834,12663.0,0.20677361853832446,0.34581105169340465,0.1408199643493761,0.0124777183600713,0.0,0.0,0.29411764705882354,1788,1,0,0,1,0,1,1,0,1,1,136
24,1874,2010-03-01,0.10059524509674238,0.010843279304085318,0.13302903345663744,0.019600732658774243,0.0,0.33022100751892713,0.06515722398052573,0.0,0.4411487230810501,1775,0.9830985915492958,0.003380281690140845,0.9571830985915492,0.003943661971830986,0.003943661971830986,0.0,0.0,0.014647887323943662,0.016901408450704224,0.0028169014084507052,0.008450704225352112,0.0011267605633802818,0.0,0.0,0.0028169014084507052,0.0016901408450704224,12635.0,0.17664670658682635,0.3839820359281437,0.08083832335329341,0.093562874251497,0.01122754491017964,0.0,0.2537425149700599,1874,1,1,1,1,0,0,1,1,1,1,59
25,1954,2010-03-01,0.0377097385636108,0.06934893847997194,0.020656455805105424,0.002802134428858318,0.0,0.3560743787220728,0.17065084914031184,0.0,0.38046724342367977,525,0.9828571428571428,0.009523809523809523,0.956190476190476,0.0,0.0,0.0,0.0,0.017142857142857144,0.017142857142857144,0.0,0.005714285714285714,0.0,0.0,0.0,0.009523809523809523,0.0019047619047619048,5371.0,0.6007416563658838,0.061804697156983925,0.15945611866501855,0.022249690976514216,0.032138442521631644,0.04573547589616811,0.07787391841779975,1954,1,1,0,1,0,0,1,1,1,1,91
26,1979,2008-09-01,0.03967287656253009,0.07192784858030253,0.0,0.002802134428858318,0.0,0.3799542142043225,0.15192171455868267,0.0,0.3933940882278341,696,0.9540229885057472,0.011494252873563218,0.9166666666666666,0.002873563218390805,0.011494252873563218,0.0,0.0,0.011494252873563218,0.045977011494252866,0.002873563218390805,0.02442528735632184,0.0014367816091954025,0.0,0.0,0.008620689655172414,0.008620689655172414,12541.0,0.02540415704387991,0.1824480369515012,0.0,0.0,0.2771362586605081,0.20785219399538107,0.3071593533487298,1979,1,1,0,1,0,1,1,0,1,1,62
27,2023,2011-03-01,0.03779540048810237,0.011010496069078378,0.003433991657600955,0.0010063493627895117,0.0,0.347622943003416,0.12886154447746312,0.0,0.5080646754296521,1184,0.9653716216216216,0.01097972972972973,0.9282094594594594,0.0042229729729729715,0.0008445945945945946,0.0,0.0,0.02111486486486486,0.03462837837837838,0.0016891891891891893,0.01266891891891892,0.0,0.0,0.0,0.006756756756756757,0.013513513513513514,8649.0,0.23486901535682025,0.23757904245709124,0.24932249322493225,0.0,0.010840108401084009,0.0,0.26738934056007224,2023,1,1,0,1,0,0,1,1,1,1,94
28,2116,2009-03-01,0.0062802286419254534,0.02457681607038946,0.009687250665591571,0.0009131806719629108,0.0,0.3717099594350368,0.1525325357328744,0.0,0.4405802574241449,1712,0.9766355140186916,0.008761682242990653,0.9485981308411215,0.0035046728971962608,0.0005841121495327102,0.0,0.0,0.015186915887850469,0.02336448598130841,0.002336448598130841,0.011098130841121495,0.0,0.0,0.0,0.005257009345794392,0.004672897196261682,16323.0,0.052262587635436585,0.3231357552581262,0.020395156150414283,0.1312938177182919,0.07520713830465264,0.08859145952836202,0.30911408540471635,2116,1,0,0,1,0,0,1,1,1,1,82
29,2143,2013-03-01,0.03931736040155576,0.012866709978015322,0.0006100373008240354,0.11633901259281385,0.0,0.3286997023476482,0.15674904493997754,0.0,0.38473549284072106,970,0.9793814432989691,0.010309278350515464,0.9412371134020618,0.01134020618556701,0.0010309278350515462,0.0,0.0010309278350515462,0.01443298969072165,0.020618556701030927,0.0,0.01958762886597938,0.0,0.0,0.0,0.0010309278350515462,0.0,13355.0,0.13284518828451886,0.20920502092050208,0.0,0.11192468619246862,0.18410041841004185,0.007322175732217573,0.35460251046025104,2143,1,0,1,1,0,0,1,1,1,1,63
30,2177,2011-03-01,0.04161526507078745,0.19341916839176154,0.0,0.0426338795430846,0.0,0.2940327410003578,0.20917982582252065,0.0,0.26073438524227543,1331,0.9737039819684448,0.0045078888054094655,0.9519158527422992,0.0030052592036063108,0.0007513148009015777,0.0007513148009015777,0.0015026296018031554,0.011269722013523666,0.026296018031555214,0.0007513148009015777,0.0202854996243426,0.0,0.0,0.0,0.0052592036063110435,0.0,12546.0,0.2742453436095055,0.1001926782273603,0.07964033397559409,0.019910083493898518,0.07642903018625563,0.0,0.44958253050738595,2177,1,1,0,1,0,0,1,0,1,1,68
31,2251,2012-09-01,0.051753841047064514,0.1332912613073232,0.0,0.029541424754367582,0.0,0.3662484676083905,0.16717056475779585,0.0,0.3037482815721229,776,0.9948453608247424,0.006443298969072165,0.9793814432989691,0.001288659793814433,0.0,0.0,0.001288659793814433,0.006443298969072165,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,9693.0,0.32021604938271603,0.2916666666666667,0.033179012345679014,0.025462962962962958,0.04089506172839506,0.0,0.28858024691358025,2251,1,0,0,1,0,0,1,1,1,1,93
32,2328,2008-09-01,0.05043271935448715,0.08935203525434818,0.004286739340846912,0.0070279974703655506,0.0,0.4292981521349373,0.11508480192514366,0.0,0.3549502738743584,1255,0.9800796812749004,0.008764940239043825,0.9466135458167332,0.00796812749003984,0.00398406374501992,0.0,0.0,0.012749003984063744,0.0199203187250996,0.0031872509960159364,0.013545816733067729,0.0015936254980079682,0.0,0.0,0.0015936254980079682,0.0,10268.0,0.3478260869565217,0.17391304347826084,0.14906832298136646,0.040993788819875775,0.08074534161490682,0.0,0.20745341614906831,2328,1,1,0,1,0,0,1,1,1,1,106
33,2442,2010-03-01,0.1312062149261405,0.0282380638497158,0.04907387284037752,0.03755007245569307,0.0,0.36993015150626174,0.1985823749622201,0.0,0.3166254643857318,1044,0.44061302681992337,0.01532567049808429,0.4195402298850575,0.0,0.0,0.0,0.0,0.005747126436781609,0.5593869731800766,0.19540229885057472,0.02873563218390805,0.005747126436781609,0.0038314176245210726,0.0,0.28160919540229884,0.044061302681992334,8098.0,0.4006211180124224,0.2802795031055901,0.037267080745341616,0.0,0.06211180124223601,0.0,0.21972049689440995,2442,1,1,0,1,1,0,1,1,1,1,68
34,2633,2013-03-01,0.0553325669492791,0.011180855895279932,0.0184320964412096,0.08660137402724623,0.0,0.3385909542064516,0.16797515992407416,0.0,0.3772195595057386,542,0.7730627306273062,0.055350553505535055,0.7011070110701108,0.0,0.012915129151291513,0.0,0.0,0.003690036900369004,0.2269372693726937,0.055350553505535055,0.038745387453874534,0.0,0.0,0.0,0.12361623616236166,0.00922509225092251,10325.0,0.01440329218106996,0.34567901234567894,0.257201646090535,0.1337448559670782,0.05555555555555555,0.0,0.1934156378600823,2633,1,1,0,1,0,0,1,1,1,1,79
35,2770,2011-03-01,0.017908856236977532,0.0033750408581386853,0.029419495470316394,0.06655607466994201,0.0,0.3312703847096801,0.19697728978354487,0.0,0.3724017145083779,1691,0.8870490833826138,0.2708456534594914,0.5470136014192786,0.005322294500295682,0.04908338261383797,0.0005913660555884093,0.0005913660555884093,0.013601419278533413,0.11295091661738615,0.030159668835008868,0.018332347723240685,0.0,0.0,0.0,0.05263157894736842,0.011827321111768185,14884.0,0.1840490797546012,0.21104294478527608,0.026993865030674847,0.08834355828220859,0.09570552147239264,0.0,0.3938650306748466,2770,1,1,1,1,0,0,1,1,1,1,94
36,2802,2016-09-01,0.08781076582619349,0.014929654879786518,0.06189968094443848,0.1079148946625512,0.0,0.3375878050938144,0.1904180967687953,0.0,0.2872498676506141,917,0.3544165757906216,0.03271537622682661,0.29880043620501634,0.0,0.016357688113413302,0.0,0.0,0.006543075245365322,0.6455834242093784,0.15921483097055614,0.05997818974918211,0.0,0.0,0.0010905125408942203,0.38604143947655395,0.03925845147219193,6893.0,0.3210702341137124,0.40914158305462656,0.04570791527313266,0.02564102564102564,0.03678929765886288,0.0,0.1616499442586399,2802,1,1,0,1,0,0,1,0,1,1,82
37,3023,2011-03-01,0.0,0.017813079006736742,0.007508467504949405,0.2302480696345927,0.0,0.3849821598851456,0.19286183978026605,0.0,0.16658638418830962,906,0.26048565121412803,0.049668874172185434,0.19315673289183224,0.0033112582781456954,0.006622516556291391,0.0011037527593818985,0.0,0.006622516556291391,0.739514348785872,0.2262693156732892,0.026490066225165563,0.006622516556291391,0.006622516556291391,0.0,0.4326710816777042,0.040838852097130236,7986.0,0.21942110177404292,0.3902894491129785,0.16619981325863678,0.02054154995331466,0.05975723622782447,0.02240896358543417,0.12138188608776845,3023,1,1,0,1,1,0,1,0,1,1,59
38,3030,2008-09-01,0.02615922327350379,0.1151745773245332,0.003502401289160304,0.011409362496091284,0.0,0.3884385275932861,0.21757633443273208,0.0,0.26389879686419715,906,0.26048565121412803,0.049668874172185434,0.19315673289183224,0.0033112582781456954,0.006622516556291391,0.0011037527593818985,0.0,0.006622516556291391,0.739514348785872,0.2262693156732892,0.026490066225165563,0.006622516556291391,0.006622516556291391,0.0,0.4326710816777042,0.040838852097130236,7986.0,0.21942110177404292,0.3902894491129785,0.16619981325863678,0.02054154995331466,0.05975723622782447,0.02240896358543417,0.12138188608776845,3030,1,1,0,1,0,0,1,0,1,1,59
39,3112,2014-03-01,0.0,0.04031641175096875,0.0,0.3322862239380716,0.0,0.3450251340521529,0.1869967583649849,0.0,0.0953754718938219,906,0.26048565121412803,0.049668874172185434,0.19315673289183224,0.0033112582781456954,0.006622516556291391,0.0011037527593818985,0.0,0.006622516556291391,0.739514348785872,0.2262693156732892,0.026490066225165563,0.006622516556291391,0.006622516556291391,0.0,0.4326710816777042,0.040838852097130236,7986.0,0.21942110177404292,0.3902894491129785,0.16619981325863678,0.02054154995331466,0.05975723622782447,0.02240896358543417,0.12138188608776845,3112,1,1,0,1,1,0,1,1,1,1,72
40,3318,2013-09-01,0.051145336923879625,0.10254281963477577,0.0,0.06622854013605334,0.0,0.4946946571994905,0.08597745619899341,0.0,0.25055652683068697,763,0.982961992136304,0.06815203145478375,0.8768020969855832,0.001310615989515072,0.010484927916120577,0.0,0.00655307994757536,0.019659239842726082,0.017038007863695942,0.001310615989515072,0.007863695937090432,0.0,0.0,0.001310615989515072,0.005242463958060288,0.001310615989515072,9001.0,0.2765957446808511,0.13677811550151975,0.019250253292806486,0.2391084093211753,0.022289766970618036,0.07396149949341439,0.232016210739615,3318,1,1,0,1,1,0,1,1,1,1,149
