,vacant_id,greened_id,match_greened_date,violent_100_before,violent_100_after,violent_200_before,violent_200_after,violent_500_before,violent_500_after,nonviolent_100_before,nonviolent_100_after,nonviolent_200_before,nonviolent_200_after,nonviolent_500_before,nonviolent_500_after
0,399332,5070,2011-03-01,11,14,85,76,762,700,29,20,98,89,909,882
1,342004,6256,2016-03-01,28,38,90,108,547,663,29,46,95,115,606,633
2,169784,5213,2013-03-01,25,28,162,156,957,881,40,29,201,157,1099,1035
3,442899,5177,2008-09-01,46,41,134,138,651,688,55,36,167,107,998,812
4,246855,2686,2016-09-01,58,48,116,119,492,453,42,50,114,121,633,567
5,920553,398,2013-03-01,42,32,121,120,671,632,51,49,205,202,1378,1089
6,267756,196,2017-03-01,61,75,134,144,792,807,47,45,123,123,940,960
7,1118229,1092,2014-03-01,23,41,120,173,739,847,70,62,274,301,1741,1703
8,467053,2616,2007-09-01,14,22,91,91,743,700,21,25,132,121,1045,1017
9,1211094,3969,2007-09-01,38,51,155,164,940,907,23,46,129,171,1120,1094
10,467517,171,2017-03-01,29,25,149,124,832,746,114,50,225,154,1008,830
11,1016884,4404,2008-09-01,24,33,74,77,478,450,40,25,99,82,577,552
12,1335920,3320,2013-09-01,26,48,127,141,652,601,45,45,173,169,688,669
13,893995,2104,2008-09-01,60,28,183,130,873,695,53,82,175,280,1164,1333
14,71590,3752,2008-03-01,29,41,123,121,858,769,35,37,143,143,1067,998
15,977624,3662,2010-03-01,27,33,101,126,682,730,42,50,184,135,872,829
16,603631,2002,2008-09-01,21,11,89,53,835,727,35,31,105,87,1009,914
17,1167208,2274,2012-09-01,42,35,131,110,976,970,38,40,144,141,1053,922
18,400274,5332,2012-09-01,10,18,72,65,323,309,15,11,93,78,578,572
19,752824,970,2012-09-01,10,18,71,66,317,301,14,10,87,77,568,561
20,930271,3830,2014-03-01,23,23,116,103,443,432,34,26,121,108,847,736
21,8315,5374,2007-09-01,24,22,65,85,425,372,29,33,112,114,921,878
22,535149,1066,2007-09-01,19,10,76,77,351,325,17,13,115,101,846,777
23,49388,1455,2014-09-01,22,31,90,95,422,450,23,35,94,116,633,618
24,800199,1067,2007-09-01,17,5,80,77,351,324,15,14,115,105,820,769
25,712235,1078,2007-09-01,15,5,75,76,351,324,14,13,111,102,819,769
26,259307,64,2017-03-01,28,23,70,81,376,387,30,30,75,80,512,573
27,8004,1154,2007-09-01,19,10,81,81,353,325,16,13,115,107,847,781
28,1284270,5370,2007-09-01,12,21,60,87,458,384,33,28,114,133,908,924
29,478488,4222,2011-03-01,43,30,95,101,449,494,38,36,116,114,598,607
30,65107,5369,2007-09-01,21,23,92,85,498,418,32,36,133,142,981,1011
31,814715,5376,2012-09-01,19,25,67,68,322,310,28,14,98,80,628,620
32,884051,6447,2016-03-01,45,42,143,138,844,802,45,25,129,104,1003,865
33,1088509,307,2015-09-01,39,34,159,127,634,518,36,45,199,166,1122,798
34,164669,383,2008-03-01,33,27,204,148,1000,839,38,37,199,173,1277,1041
35,437710,1673,2014-09-01,58,45,170,158,731,768,35,29,162,182,1065,1018
36,1044985,2685,2013-09-01,29,22,144,126,816,770,34,35,173,145,1089,1051
37,207611,500,2015-09-01,38,40,167,130,631,513,51,48,203,171,1124,797
38,91172,1068,2012-09-01,17,21,46,50,255,250,19,21,90,66,587,599
39,824087,513,2015-09-01,42,40,168,128,638,521,61,51,198,172,1115,790
40,1352098,501,2015-09-01,43,41,170,129,634,517,61,50,204,172,1117,789
41,31724,504,2015-09-01,37,38,168,134,633,513,45,49,203,171,1120,799
42,1352107,308,2015-09-01,37,33,163,132,635,513,48,51,201,171,1121,804
43,1326549,6768,2016-03-01,52,55,148,161,733,864,36,38,141,158,858,892
44,150535,211,2017-03-01,8,16,44,49,533,617,13,11,70,55,770,665
45,428092,2611,2011-03-01,35,35,138,151,798,871,27,30,144,152,1354,1202
46,1045025,6744,2016-09-01,21,23,149,170,805,807,40,23,150,118,1138,1078
47,55818,4550,2013-09-01,46,43,191,181,820,758,60,49,288,193,1249,1090
48,231733,4549,2013-09-01,46,43,204,189,846,761,60,48,316,220,1255,1088
49,686967,2809,2016-09-01,51,31,110,82,819,764,38,32,107,106,1054,967
50,1306828,503,2015-09-01,40,38,186,131,625,506,54,47,208,169,1052,768
51,779463,493,2015-09-01,32,29,145,136,661,547,41,40,204,158,1096,841
52,1395459,494,2015-09-01,32,29,144,136,661,546,42,40,204,156,1098,840
53,163421,495,2015-09-01,32,29,144,136,661,547,42,40,203,156,1095,840
54,1043788,496,2015-09-01,32,29,145,133,660,547,42,40,204,157,1095,843
55,250203,515,2015-09-01,34,26,160,133,621,522,35,35,198,168,1029,760
56,637003,1143,2012-09-01,24,24,65,67,329,302,32,28,116,87,666,655
57,977325,2513,2013-09-01,26,29,76,85,666,695,55,53,238,218,1431,1344
58,448231,5614,2013-09-01,25,29,77,87,663,694,53,53,241,217,1431,1342
59,637100,1038,2016-03-01,31,27,69,58,242,267,25,42,103,110,579,533
60,285372,1022,2016-03-01,31,28,71,58,242,271,28,39,103,113,579,534
61,725352,3918,2014-03-01,20,35,65,67,262,257,9,34,68,101,643,579
62,152873,3553,2015-09-01,30,23,65,62,415,442,29,45,89,121,526,528
63,482325,1024,2016-03-01,23,13,55,43,235,272,28,29,100,100,619,568
64,1187623,1039,2016-03-01,30,27,70,59,242,268,40,47,107,114,586,537
65,1099528,2135,2012-09-01,27,25,56,61,296,263,33,27,111,82,684,665
66,1187172,1041,2016-03-01,34,29,72,57,246,273,38,46,109,116,591,556
67,1363497,1037,2016-03-01,19,16,65,50,232,263,21,31,111,104,580,520
68,42962,1029,2016-03-01,20,19,69,52,232,263,26,36,106,103,580,520
69,218442,3615,2015-09-01,41,34,77,63,251,280,28,46,101,108,693,553
70,131140,3332,2016-09-01,25,19,65,59,252,304,28,36,95,86,510,561
71,1363564,3329,2016-09-01,26,20,68,61,253,300,31,38,99,86,511,562
72,835379,1030,2016-03-01,19,20,68,53,235,264,26,38,102,109,579,533
73,394310,3612,2015-09-01,36,35,75,65,251,292,34,46,92,116,693,551
74,835378,1040,2016-03-01,19,19,66,51,234,262,26,36,104,108,575,529
75,306646,1026,2016-03-01,31,29,71,59,243,272,35,45,106,116,584,542
76,746864,1035,2016-03-01,34,29,72,57,246,272,36,44,105,116,588,551
77,1275142,1027,2016-03-01,21,13,59,47,235,273,27,30,104,101,618,568
78,923534,1193,2012-09-01,25,20,67,67,333,311,29,25,111,90,666,660
79,306747,3559,2015-09-01,27,25,76,69,289,337,27,41,99,121,676,590
80,720936,5326,2008-03-01,22,23,165,154,1123,963,20,12,129,84,973,831
81,394691,5819,2013-09-01,29,30,93,63,438,385,30,29,87,88,792,838
82,1011416,3717,2014-03-01,37,37,104,84,464,421,52,43,164,113,902,816
83,610856,1734,2014-03-01,45,41,119,104,516,601,35,41,135,131,719,689
84,243662,1122,2010-03-01,31,29,71,67,403,425,46,44,127,108,959,924
85,506053,1113,2012-09-01,31,22,71,67,420,403,34,33,113,113,897,794
86,347207,2368,2014-09-01,44,47,147,139,572,658,27,35,158,157,816,817
87,331590,5349,2014-03-01,34,31,116,107,462,424,44,38,184,136,912,833
88,682979,1156,2010-03-01,34,26,75,76,409,429,49,41,136,117,964,937
89,331584,1077,2007-09-01,15,28,99,88,484,418,27,41,173,174,1075,1069
90,67337,5378,2012-09-01,33,37,96,92,492,451,49,47,147,153,997,907
91,41412,6827,2016-03-01,31,26,99,75,566,453,40,36,127,135,646,616
92,1211300,1195,2012-09-01,24,19,96,81,438,415,34,34,129,140,916,820
93,1036263,1105,2010-03-01,30,35,71,67,404,424,48,47,125,108,959,931
94,594405,1112,2012-09-01,31,21,91,77,427,407,33,39,125,135,903,805
95,155689,5346,2014-03-01,42,35,119,108,465,424,52,49,177,131,919,825
96,431524,2428,2014-09-01,17,25,134,133,564,592,44,43,189,190,873,823
97,457619,2382,2014-09-01,54,55,149,156,608,685,42,39,157,156,866,876
98,1036262,1185,2007-09-01,26,36,70,70,449,397,47,47,123,132,1020,1027
99,194223,2369,2014-09-01,39,46,149,155,593,675,30,35,160,160,853,855
100,194246,2402,2014-09-01,54,56,150,153,613,686,43,37,158,155,869,881
101,217162,2409,2014-09-01,40,44,115,113,506,605,34,47,132,131,739,743
102,1400142,2404,2014-09-01,16,25,134,134,565,593,44,44,190,190,874,823
103,810563,2383,2014-09-01,48,48,148,154,624,690,39,44,158,156,884,896
104,1273606,6831,2016-03-01,39,26,102,75,574,456,43,38,130,130,667,622
105,1035440,5371,2007-09-01,23,32,70,72,447,394,43,44,122,132,1021,1025
106,1353288,5566,2014-09-01,31,37,129,137,642,706,28,20,154,149,946,911
107,154957,1069,2012-09-01,39,28,72,68,414,399,40,35,114,113,894,797
108,594403,5373,2007-09-01,24,32,70,70,446,395,42,43,121,131,1041,1046
109,1035446,5392,2016-03-01,28,35,74,105,384,442,35,40,92,135,767,777
110,947629,5389,2016-03-01,30,38,71,97,383,437,35,41,83,124,768,775
111,217180,2381,2014-09-01,30,42,136,154,624,681,35,31,176,179,934,889
112,1299264,969,2012-09-01,21,19,53,56,296,262,33,32,114,76,730,704
113,609704,1366,2014-09-01,12,19,64,75,352,342,32,15,89,107,521,502
114,330887,1139,2010-03-01,34,26,78,64,304,281,29,44,94,124,827,707
115,771211,883,2016-03-01,23,24,66,55,251,278,38,49,110,112,632,604
116,922215,2423,2014-09-01,29,41,136,155,624,680,35,33,176,180,932,887
117,498880,2065,2015-03-01,19,19,73,49,368,362,28,29,66,68,536,466
118,309279,4232,2011-03-01,28,39,124,116,486,486,36,34,162,151,954,883
119,967475,5617,2011-03-01,28,40,123,133,691,709,40,31,147,152,841,878
120,1189779,5352,2014-03-01,13,16,98,96,445,401,24,17,161,118,855,818
121,484526,5817,2013-09-01,41,18,120,109,502,416,30,38,176,146,871,888
122,393038,2380,2014-09-01,37,36,138,151,682,738,31,27,158,176,949,925
123,1101302,1016,2016-03-01,20,29,91,124,387,446,28,45,110,148,791,790
124,879497,2499,2015-09-01,39,38,117,117,656,627,28,30,144,144,814,824
125,1277443,732,2007-09-01,15,19,106,94,496,420,26,32,179,189,1088,1086
126,572609,1142,2012-09-01,17,12,106,89,453,427,30,27,144,157,963,853
127,93829,6115,2011-03-01,42,40,191,171,833,777,55,38,234,169,1021,1017
128,93828,6273,2016-03-01,41,43,197,174,725,614,29,34,173,147,937,755
129,974384,3610,2015-09-01,43,47,164,171,736,652,31,30,153,155,934,797
130,825349,6798,2016-03-01,20,13,124,101,669,589,18,26,169,131,954,796
131,1062613,3605,2015-09-01,41,48,159,167,734,653,32,30,149,143,937,798
132,1326290,3600,2015-09-01,41,46,197,173,729,637,36,30,169,159,932,796
133,93859,6756,2016-09-01,51,44,157,180,700,682,38,49,143,161,921,860
134,5968,3539,2015-09-01,41,49,175,171,738,659,31,32,162,157,939,803
135,533066,6291,2016-03-01,57,55,167,173,734,644,36,42,157,149,965,793
136,1140749,5097,2011-03-01,17,15,39,44,300,296,14,18,68,51,398,357
137,270050,3597,2015-09-01,36,46,192,173,720,627,33,34,164,158,907,771
138,533041,6472,2016-03-01,51,46,197,176,720,621,32,36,177,150,939,761
139,181961,3592,2015-09-01,32,35,205,174,729,618,35,37,178,156,894,765
140,445334,6737,2016-03-01,54,55,165,173,728,639,37,43,151,142,954,790
141,181974,3599,2015-09-01,42,47,184,171,724,639,33,31,164,154,929,802
142,797989,3596,2015-09-01,33,35,205,179,725,623,32,29,174,160,899,769
143,1238197,3554,2015-09-01,43,46,194,173,732,647,34,29,167,157,936,803
144,270055,3545,2015-09-01,42,44,188,171,725,637,34,30,162,157,928,802
145,357729,6689,2016-03-01,53,51,192,179,716,629,39,34,169,146,942,763
146,621714,3437,2016-09-01,53,48,158,178,698,676,44,55,158,166,917,862
147,1150249,6738,2016-03-01,54,54,167,172,733,643,37,42,150,141,960,790
148,1150232,3593,2015-09-01,36,40,198,179,719,629,33,29,168,159,894,775
149,1228540,1612,2010-03-01,35,42,101,112,745,714,37,38,103,119,894,865
150,1267614,4513,2008-09-01,35,35,117,101,727,709,49,41,137,124,887,735
151,787675,1563,2013-09-01,31,40,123,143,760,794,49,42,149,175,876,916
152,299077,686,2007-09-01,26,45,103,122,699,688,45,45,130,135,920,784
153,1158791,1287,2013-09-01,49,48,120,118,734,723,38,40,127,106,887,828
154,748666,3327,2016-09-01,25,24,71,63,263,309,37,45,111,97,540,594
155,345408,809,2013-09-01,14,21,67,51,432,416,24,59,138,126,590,605
156,611343,1561,2013-09-01,29,29,123,145,820,849,39,37,150,154,895,929
157,770029,195,2017-03-01,8,7,25,23,145,157,9,11,97,46,291,256
158,121840,2491,2015-09-01,30,36,199,162,735,613,33,33,181,157,922,779
159,495777,4117,2008-03-01,20,16,85,75,524,532,36,23,113,115,795,726
160,760545,4115,2008-03-01,19,15,84,75,524,533,36,25,113,113,795,727
161,1364939,3507,2016-03-01,33,28,69,57,244,270,43,50,108,116,592,543
162,836874,1042,2016-03-01,29,23,69,60,251,283,43,47,110,120,605,573
163,1234132,1553,2013-09-01,43,34,141,152,778,755,37,32,145,135,914,895
164,179028,856,2010-03-01,15,10,58,41,380,381,26,22,102,89,485,500
165,440538,1562,2013-09-01,30,38,108,137,791,780,26,43,130,151,783,809
166,1401508,1522,2011-03-01,17,9,46,49,393,387,22,13,55,62,564,566
167,386756,139,2017-03-01,31,24,124,121,675,651,41,43,120,133,739,768
168,915639,5218,2011-03-01,12,12,102,104,646,660,25,15,104,108,678,762
169,1179587,1284,2011-03-01,35,49,117,136,679,713,40,46,146,154,828,843
170,1217834,3577,2015-09-01,40,78,145,200,1054,1267,47,43,172,149,1216,1072
171,353845,2453,2011-03-01,36,44,100,117,644,695,26,44,138,133,742,790
172,1141407,1312,2011-03-01,25,45,113,122,634,667,55,51,140,141,776,772
173,435403,584,2011-03-01,21,25,98,106,641,680,25,19,96,113,703,781
174,1091735,4958,2007-09-01,37,33,113,98,676,790,49,39,138,108,992,830
175,1317159,1283,2011-03-01,22,36,104,118,590,636,51,47,136,134,752,732
176,789076,1288,2011-03-01,25,50,117,127,636,671,55,52,144,144,777,776
177,783540,5444,2011-03-01,20,23,90,103,588,585,80,71,206,180,890,810
178,255409,5443,2011-03-01,20,22,90,103,591,588,81,69,207,179,896,812
179,451668,1751,2010-03-01,29,34,165,155,1037,973,34,38,157,141,1178,1030
180,606745,815,2015-09-01,23,23,150,131,722,663,29,25,150,127,963,846
181,960088,1747,2011-03-01,20,23,88,104,593,588,81,68,206,178,897,814
182,30075,4004,2016-03-01,21,24,48,54,211,226,25,39,87,87,652,626
183,381909,1048,2016-03-01,22,26,50,54,213,230,34,36,92,86,654,626
184,381902,1046,2016-03-01,20,24,48,53,211,226,29,39,87,85,653,625
185,523972,845,2013-09-01,43,38,143,104,674,626,51,54,132,155,751,780
186,205983,1045,2016-03-01,23,26,50,54,215,234,33,38,93,86,658,634
187,966146,5997,2016-03-01,45,30,104,95,603,650,44,51,120,129,669,637
188,700716,837,2015-09-01,23,17,105,129,762,873,23,18,110,92,891,808
189,232118,853,2010-03-01,46,59,178,176,964,999,45,55,195,172,1057,1063
190,381968,1036,2016-03-01,20,14,47,41,220,266,48,39,95,83,659,602
191,645686,1159,2012-09-01,17,20,56,51,294,262,45,28,109,80,734,708
192,1312230,3498,2016-09-01,54,46,176,186,691,675,34,46,175,165,898,834
193,872502,4239,2016-09-01,53,46,179,189,694,678,34,46,178,165,900,834
194,1048418,6272,2016-03-01,52,47,202,174,739,614,33,41,179,139,946,758
195,1350570,1034,2016-03-01,19,12,48,45,223,267,38,34,100,97,657,593
196,117642,6319,2016-03-01,15,9,65,47,246,282,23,27,113,110,640,609
197,206045,1033,2016-03-01,16,12,47,43,220,267,44,37,96,90,657,600
198,1174700,1028,2016-03-01,19,12,48,48,228,262,37,35,104,95,652,589
199,1086351,1140,2012-09-01,12,22,55,55,291,261,32,24,107,84,728,706
200,972106,6871,2016-03-01,24,9,141,122,749,680,26,16,153,125,951,812
201,782728,6435,2016-03-01,20,12,101,89,662,550,21,33,178,121,952,791
202,972110,6517,2016-09-01,26,25,142,140,731,705,23,20,162,144,928,884
203,607518,3496,2016-09-01,51,44,175,185,691,675,34,41,176,166,898,833
204,1158446,6455,2016-03-01,19,30,112,90,630,558,36,31,154,128,953,786
205,1194767,1449,2008-03-01,24,18,107,103,490,485,30,40,132,121,642,699
206,138461,5414,2008-03-01,23,20,108,105,485,479,29,43,138,120,640,698
207,1137866,1539,2014-09-01,12,10,45,38,393,434,19,11,58,49,557,582
208,197356,5483,2012-09-01,65,43,144,104,710,589,51,52,132,114,857,754
209,666422,1463,2008-03-01,26,17,91,92,485,471,32,35,131,108,650,715
210,285904,5442,2012-09-01,65,43,143,104,711,588,53,53,132,112,857,756
211,1289777,622,2007-09-01,34,25,157,103,666,596,33,38,172,134,976,872
212,366007,1551,2013-09-01,37,31,180,137,841,855,43,37,176,146,1039,989
213,1114328,619,2007-09-01,35,24,158,101,660,587,35,38,174,143,974,868
214,57493,4198,2012-09-01,25,19,94,80,478,476,36,28,163,110,819,643
215,1228469,4120,2008-03-01,18,13,92,78,524,525,33,28,117,115,814,624
216,197596,5484,2012-09-01,65,44,143,104,710,589,53,53,132,113,857,754
217,72336,633,2007-09-01,41,33,153,122,624,568,30,41,145,150,989,871
218,874648,1409,2008-03-01,27,21,109,75,527,437,38,32,113,114,729,537
219,89536,3317,2013-09-01,11,12,65,80,456,461,20,20,101,117,688,716
220,1370668,1461,2008-03-01,25,20,98,103,485,477,30,45,132,115,646,705
221,844392,3663,2014-03-01,48,37,140,128,444,449,56,34,168,180,786,715
222,1014276,137,2017-03-01,39,31,152,186,604,675,33,32,178,202,814,892
223,579515,6758,2016-09-01,34,22,144,93,476,444,36,23,108,121,680,698
224,1196685,1411,2008-03-01,32,46,122,108,549,522,44,41,144,123,808,911
225,837636,5878,2011-03-01,42,43,180,159,816,769,52,42,233,171,1034,1039
226,523370,5212,2010-03-01,48,48,195,143,1007,908,49,44,285,164,1134,997
227,572667,3497,2016-09-01,50,45,173,193,682,677,34,41,177,170,891,835
228,436225,1294,2011-03-01,20,27,87,104,606,646,46,38,151,127,744,695
229,1102156,138,2017-03-01,40,34,156,185,606,675,35,35,177,198,811,880
230,484538,4373,2011-03-01,42,42,184,163,818,763,56,41,234,172,1008,1017
231,1014273,3543,2015-09-01,32,38,194,172,710,623,31,30,171,157,889,771
232,1380187,6516,2016-09-01,40,45,145,163,667,660,33,43,158,162,921,880
233,424659,2571,2015-09-01,15,17,74,84,473,506,26,20,118,95,732,657
234,600697,841,2007-09-01,18,12,111,112,813,706,26,32,175,151,1092,927
235,1380189,6837,2016-03-01,43,54,147,156,699,618,48,38,150,146,966,799
236,499048,6733,2016-03-01,46,45,162,164,696,612,41,37,173,149,938,785
237,1202971,6372,2016-03-01,23,13,121,94,681,569,23,24,170,132,959,792
238,837722,6433,2016-03-01,54,53,165,171,723,637,38,42,150,141,957,793
239,940543,6289,2016-03-01,45,45,160,159,699,618,42,37,173,148,939,788
240,337195,4281,2012-09-01,19,15,76,69,475,471,29,14,134,97,857,692
241,1196903,3473,2016-09-01,52,52,171,196,712,686,42,49,163,169,931,871
242,1109208,3555,2015-09-01,52,51,168,176,755,663,38,32,154,143,933,800
243,512246,4258,2012-09-01,22,18,75,67,474,473,30,16,136,97,853,684
244,749566,6505,2007-09-01,56,37,185,136,917,844,42,42,153,171,1201,1135
245,1014283,3598,2015-09-01,40,45,160,170,727,643,33,31,155,157,936,804
246,749553,3435,2016-09-01,50,48,167,181,695,678,43,50,165,169,925,865
247,1028460,6324,2016-03-01,46,43,160,165,705,613,43,35,171,153,952,784
248,133458,6293,2016-03-01,55,51,166,171,729,641,38,44,148,142,959,790
249,323727,6444,2016-09-01,45,40,156,174,664,665,35,39,163,167,909,857
250,1305568,3315,2013-09-01,13,12,66,80,458,463,22,21,101,117,694,718
251,1129062,107,2017-03-01,19,21,78,86,539,526,31,29,88,92,730,671
252,579734,3609,2015-09-01,42,48,192,171,744,659,33,30,168,157,939,808
253,562746,390,2008-03-01,41,42,202,180,871,848,57,63,227,257,1584,1437
254,316389,3538,2015-09-01,41,47,165,170,741,655,31,28,150,146,935,798
255,133452,6506,2007-09-01,61,36,184,138,928,849,50,47,153,175,1202,1141
256,562757,5171,2008-03-01,50,53,195,174,867,853,59,62,214,238,1580,1435
257,756431,3606,2015-09-01,39,49,162,170,743,652,32,32,149,144,935,795
258,1284503,3470,2016-09-01,56,54,160,187,716,687,44,54,141,160,925,868
259,185650,4190,2012-09-01,41,71,168,175,752,746,72,66,226,188,1446,1140
260,211012,440,2008-03-01,50,53,199,177,876,855,59,64,214,250,1593,1436
261,450197,805,2007-09-01,38,37,147,133,928,727,33,38,161,170,1049,986
262,403894,4339,2007-09-01,47,29,198,135,1031,865,43,43,202,218,1351,1144
263,198484,5202,2013-03-01,31,26,123,105,869,762,31,36,159,155,1129,969
264,814807,163,2017-03-01,27,20,104,99,854,743,44,33,146,111,927,818
265,1228120,4382,2010-03-01,43,27,161,133,861,787,46,43,173,171,1061,1179
266,933278,1493,2011-03-01,35,18,140,119,796,821,33,27,191,179,1149,1130
267,681616,794,2015-09-01,46,75,159,176,781,837,49,55,183,199,964,870
268,638498,532,2013-03-01,33,33,123,104,864,760,34,40,156,158,1130,972
269,504582,795,2015-09-01,45,73,162,179,778,836,46,52,185,201,967,866
270,435587,5302,2010-03-01,43,30,115,112,865,829,55,51,181,204,1040,1094
271,230433,166,2017-03-01,26,24,112,102,862,769,41,29,138,131,941,832
272,435982,539,2010-03-01,41,43,144,137,819,707,36,30,176,151,985,1010
273,523191,719,2013-09-01,25,37,116,143,735,794,59,56,225,180,1066,959
274,492077,439,2008-03-01,56,53,202,190,908,859,59,77,255,270,1590,1448
275,1355107,6067,2016-03-01,32,32,137,117,623,664,46,33,234,171,899,811
276,83956,1632,2010-03-01,56,36,166,152,804,727,43,50,155,153,1009,1014
277,1109518,5148,2008-03-01,51,53,193,179,873,861,58,65,216,237,1595,1446
278,1343025,558,2013-03-01,32,33,121,104,864,763,34,42,156,159,1128,974
279,964148,820,2015-09-01,41,51,131,157,753,907,27,33,148,124,884,815
280,1404087,1633,2010-03-01,58,42,167,153,805,725,44,52,159,157,1009,1013
281,1109514,5147,2008-03-01,49,52,196,177,869,857,60,64,218,242,1588,1449
282,34726,5308,2013-09-01,40,27,136,124,590,580,46,36,171,203,881,849
283,166053,3579,2015-09-01,26,30,120,139,734,771,33,34,139,157,1200,1170
284,870434,4522,2011-03-01,28,28,128,140,721,862,47,52,198,186,1455,1443
285,605591,4369,2011-03-01,25,27,133,140,718,856,39,48,203,186,1454,1439
286,821354,3608,2015-09-01,13,27,101,131,716,752,26,24,129,143,1179,1126
287,821352,4192,2012-09-01,28,16,112,82,854,644,49,16,177,119,1397,1097
288,516986,4907,2007-09-01,28,29,144,118,858,755,41,33,179,146,1273,1189
289,293100,3548,2015-09-01,14,27,101,118,678,718,33,29,134,129,1166,1095
290,293103,3745,2014-03-01,17,13,76,87,692,760,24,21,119,120,1114,1147
291,693995,6769,2016-09-01,11,19,84,83,722,630,24,28,114,128,1079,1021
292,605581,6406,2016-03-01,12,22,84,89,758,707,31,20,110,127,1140,1025
293,1261380,3471,2016-09-01,16,26,108,106,747,651,17,19,121,126,1122,1069
294,1397884,2103,2008-09-01,26,22,134,104,777,677,44,32,191,170,1240,1196
295,403949,1509,2014-09-01,31,33,143,169,822,844,26,41,163,246,922,1028
296,253744,6462,2016-03-01,11,22,76,85,747,696,31,21,112,128,1123,1022
297,958534,6463,2016-03-01,10,21,78,86,751,705,30,20,110,125,1135,1026
298,556505,6776,2016-09-01,10,13,93,110,726,630,16,20,120,128,1023,970
299,1173565,3282,2012-09-01,14,13,97,68,793,620,35,24,145,104,1321,1046
300,1046334,4909,2007-09-01,31,31,144,118,861,759,42,35,179,145,1276,1192
301,645110,6315,2016-03-01,12,23,86,100,747,703,21,20,120,113,1127,1009
302,1310298,4331,2011-03-01,32,29,131,139,717,864,50,52,203,189,1450,1440
303,80141,3573,2015-09-01,59,42,144,134,897,937,60,44,182,178,1291,1123
304,1038960,1663,2014-09-01,32,23,129,123,476,500,26,26,114,107,582,609
305,487362,1314,2013-03-01,26,32,112,120,624,576,31,24,134,146,716,714
306,987213,514,2015-09-01,38,41,167,125,634,513,59,52,186,156,1106,780
307,106612,511,2015-09-01,42,39,171,126,622,516,59,53,195,158,1080,774
308,546141,527,2015-09-01,36,35,171,133,634,520,46,51,199,169,1116,797
309,284367,517,2015-09-01,39,31,157,132,643,518,40,45,182,153,1110,789
310,728559,5935,2007-09-01,34,39,146,151,755,831,42,41,201,188,1094,1054
311,575149,5082,2011-03-01,11,14,86,76,760,694,29,20,98,89,913,882
312,810961,505,2015-09-01,40,41,169,129,634,521,58,50,193,171,1111,785
313,520002,6267,2016-03-01,36,27,169,108,807,727,54,20,186,104,1090,822
314,259755,4736,2007-09-01,48,26,170,119,886,894,50,42,209,173,1222,1134
315,524322,2424,2014-09-01,24,25,118,114,772,821,32,23,157,114,776,768
316,481424,508,2015-09-01,38,37,180,135,610,503,53,44,198,157,1032,761
317,335502,822,2015-09-01,22,38,101,108,672,740,53,38,166,138,903,825
318,393761,506,2015-09-01,37,35,182,137,610,501,52,45,198,159,1036,762
319,458006,512,2015-09-01,40,37,172,128,624,515,59,52,194,158,1083,778
320,481761,521,2015-09-01,38,33,169,132,633,518,48,48,200,168,1109,791
321,892311,1759,2010-03-01,38,37,118,125,709,619,41,58,144,186,905,943
322,1274547,519,2015-09-01,35,30,160,134,636,523,44,45,194,167,1118,794
323,1362639,510,2015-09-01,36,39,171,132,634,513,47,51,200,170,1103,790
324,778926,4801,2008-03-01,21,22,78,77,700,694,27,18,104,77,968,774
325,1118450,6043,2016-03-01,81,13,171,95,747,647,47,15,187,110,1016,826
326,281430,2544,2008-03-01,18,26,96,111,644,603,25,20,101,107,830,884
327,1092399,6591,2010-03-01,24,28,143,121,796,930,33,28,142,112,1063,1173
328,934509,6535,2016-03-01,28,20,121,90,783,658,33,14,144,90,1008,772
329,758041,5964,2016-03-01,11,23,70,89,727,664,29,21,119,108,1090,983
330,581145,3846,2007-09-01,47,26,127,133,843,793,32,37,125,170,1090,1073
331,1285876,6058,2016-03-01,29,21,122,90,782,657,33,15,143,89,1013,778
332,757718,2279,2011-03-01,40,40,194,204,820,873,42,45,192,177,1112,1055
333,581380,1615,2010-03-01,21,18,85,75,687,762,26,38,116,167,1083,1297
334,405470,1613,2010-03-01,22,19,82,76,687,764,25,44,113,166,1080,1312
335,1198554,5959,2016-03-01,10,23,71,92,722,661,29,21,120,108,1085,979
336,581379,6713,2016-03-01,11,24,70,88,731,664,30,20,119,108,1094,988
337,1261382,4257,2012-09-01,19,18,99,66,796,631,25,23,134,112,1267,985
338,1261381,2107,2008-03-01,29,23,87,94,726,678,34,34,162,116,1196,1066
339,997731,3613,2015-09-01,18,33,89,117,690,739,28,31,124,131,1154,1087
340,1091636,600,2008-09-01,20,24,91,85,619,532,56,38,224,96,1175,715
341,562341,580,2008-09-01,24,31,89,85,622,535,56,39,221,100,1185,723
342,395701,5124,2008-09-01,37,64,204,238,799,755,63,65,262,270,1416,1170
343,845013,5170,2008-03-01,58,54,193,187,909,862,59,75,255,273,1577,1448
344,1184413,487,2013-03-01,38,30,123,107,687,641,44,52,198,205,1405,1096
345,166455,5132,2013-03-01,36,35,160,133,695,594,48,34,251,154,1504,1030
346,1106858,605,2010-03-01,19,20,113,121,859,765,32,35,160,135,1034,1055
347,870843,338,2013-03-01,36,35,162,133,695,594,48,33,252,159,1497,1029
348,150424,5072,2013-09-01,13,23,60,81,555,582,28,20,112,74,729,632
