,vacant_id,greened_id,match_greened_date,violent_100_before,violent_100_after,violent_200_before,violent_200_after,violent_500_before,violent_500_after,nonviolent_100_before,nonviolent_100_after,nonviolent_200_before,nonviolent_200_after,nonviolent_500_before,nonviolent_500_after
930,1074214,6418,2016-09-01,37,21,159,134,962,937,32,38,132,151,1073,1025
931,193075,3780,2014-03-01,27,31,111,145,687,808,103,109,431,407,1698,1658
932,721396,3769,2014-03-01,27,33,106,146,695,800,101,122,427,389,1670,1638
933,985985,3334,2016-09-01,47,41,248,197,935,896,90,95,386,354,1376,1397
934,456832,5834,2007-09-01,33,47,152,176,929,920,36,38,145,137,1055,1055
935,1190963,2,2017-03-01,68,62,209,209,916,905,125,116,323,305,1220,1339
936,398075,3818,2016-09-01,77,60,227,206,908,881,152,135,383,331,1303,1299
937,1161921,3848,2007-09-01,40,49,135,169,928,917,39,39,143,137,1050,1047
938,281621,3968,2007-09-01,45,56,143,180,938,920,43,40,149,152,1046,1049
939,485804,7,2017-03-01,63,61,209,209,895,898,127,116,316,301,1187,1321
940,222247,3811,2016-09-01,79,58,227,208,923,895,144,134,396,337,1341,1327
941,431479,2011,2008-03-01,48,53,173,208,955,955,38,30,129,166,1043,984
942,959678,6420,2016-09-01,70,43,206,152,970,961,54,32,178,121,941,916
943,902994,3866,2014-03-01,44,60,184,181,866,1021,126,111,379,366,1784,1830
944,1013093,3777,2014-03-01,41,45,211,219,923,1071,115,92,463,448,1754,1750
945,1235047,3772,2014-03-01,45,41,181,206,888,1006,164,147,422,426,1595,1575
946,474992,5577,2010-03-01,24,28,140,119,795,924,33,29,140,107,1064,1159
947,857453,1282,2011-03-01,51,74,117,155,621,665,51,48,130,130,775,668
948,1134519,4092,2014-09-01,32,29,114,113,766,807,41,35,168,143,1225,1138
949,211306,6079,2016-03-01,51,33,135,134,884,804,34,26,121,104,1109,948
950,408889,5056,2008-03-01,59,62,151,146,703,718,88,58,252,173,1305,1167
951,1048622,4326,2012-09-01,39,37,214,220,917,884,30,40,223,169,1073,934
952,344261,6318,2016-03-01,38,31,223,190,925,822,25,40,205,162,998,809
953,64181,4136,2014-09-01,6,10,64,71,444,385,27,28,150,143,907,811
954,673599,5059,2008-03-01,55,55,140,143,711,722,86,54,242,174,1308,1162
955,1289589,5061,2008-03-01,55,57,147,146,713,722,87,55,250,176,1320,1172
956,168288,6742,2016-03-01,39,44,224,195,927,819,28,43,206,166,994,802
957,607797,6748,2016-03-01,39,37,229,193,924,819,28,39,207,167,1001,812
958,961559,6316,2016-03-01,38,34,225,192,927,821,27,38,207,165,1001,811
959,1313416,6279,2016-03-01,39,37,224,192,924,820,27,39,207,165,999,811
960,1400182,5327,2008-03-01,53,44,241,241,1050,977,47,37,217,213,1039,973
961,829954,5155,2013-03-01,16,17,91,73,815,692,13,22,83,89,967,973
962,872695,3303,2012-09-01,39,38,213,216,917,882,31,43,225,169,1060,914
963,623880,5544,2014-03-01,54,54,228,260,860,916,60,54,205,207,960,1015
964,334838,2812,2016-09-01,35,22,118,79,804,765,23,24,116,97,1084,981
965,1046602,5901,2010-03-01,54,62,238,223,992,998,53,36,208,179,992,1044
966,307551,2820,2016-09-01,53,30,143,119,854,813,36,37,129,122,999,945
967,753342,4392,2010-03-01,26,25,157,121,467,453,27,42,127,152,534,591
968,256099,3245,2012-09-01,41,36,213,220,918,883,30,39,223,168,1074,936
969,66390,3253,2010-03-01,48,31,160,156,876,965,29,21,139,115,1031,1128
970,562612,3845,2007-09-01,35,37,158,182,927,893,37,36,148,142,1037,1046
971,1354035,4407,2010-03-01,50,41,143,130,688,660,62,59,171,167,1145,1148
972,121884,4422,2014-09-01,45,45,148,132,574,586,47,44,144,141,878,782
973,150924,4155,2014-09-01,41,53,173,179,910,908,42,46,167,160,949,952
974,1298747,3851,2007-09-01,34,49,157,162,927,886,20,47,128,162,1128,1071
975,1210894,6028,2016-03-01,51,40,181,143,928,823,42,32,148,110,1044,894
976,1294324,2013,2011-03-01,43,52,154,171,988,962,50,45,167,169,1046,1037
977,916288,1951,2008-09-01,33,39,132,147,871,780,33,42,164,171,1049,1087
978,752183,6627,2011-03-01,53,49,155,169,832,1016,73,69,258,259,1509,1534
979,1114151,5057,2008-03-01,55,56,141,142,707,724,87,54,244,174,1313,1165
980,1089122,4574,2013-03-01,88,73,203,197,867,748,159,63,284,184,1334,910
981,330625,6208,2016-03-01,46,36,180,136,919,804,30,28,153,110,1037,877
982,1179634,3935,2007-09-01,34,36,155,183,926,895,36,35,145,144,1045,1045
983,150199,2496,2015-09-01,63,77,193,203,908,876,60,58,160,148,987,877
984,386643,1936,2008-09-01,32,38,129,130,875,781,34,41,162,166,1043,1088
985,765559,2503,2015-09-01,54,67,190,202,905,879,52,42,151,144,979,878
986,35031,6331,2014-09-01,17,38,126,172,814,954,29,29,145,137,1016,1067
987,444474,2495,2015-09-01,33,43,122,147,840,859,26,30,121,147,1106,1037
988,739712,6414,2016-09-01,43,37,165,141,927,904,35,44,138,160,1070,1040
989,1210962,6095,2016-03-01,47,38,181,126,904,790,32,27,151,102,1030,878
990,827454,6397,2010-03-01,41,40,124,151,784,966,36,37,141,139,966,1227
991,929153,6416,2016-09-01,58,48,187,163,1019,959,65,29,170,124,968,895
992,501324,1170,2014-03-01,49,56,148,181,902,915,40,57,133,141,996,1033
993,767012,6280,2016-03-01,50,48,216,205,905,820,37,37,204,163,979,797
994,1355417,6340,2008-03-01,22,42,127,122,832,779,31,33,142,141,1024,957
995,1123189,6158,2011-03-01,56,52,153,189,929,1021,52,38,153,119,1143,1119
996,631287,5833,2007-09-01,65,71,169,208,998,1001,43,55,141,202,1071,1035
997,400023,6417,2016-09-01,64,52,191,166,1009,932,68,33,171,120,962,894
998,1187938,3707,2014-03-01,36,52,179,219,862,931,85,75,279,268,1295,1280
999,1382487,2502,2015-09-01,58,71,194,203,910,874,51,51,161,151,982,873
1000,1127294,2815,2016-09-01,48,29,114,81,843,791,37,43,112,103,1006,942
1001,1012417,2817,2016-09-01,43,21,142,106,828,809,32,34,122,108,973,922
1002,951360,2803,2016-09-01,49,29,108,80,846,794,37,43,113,103,1031,948
1003,210809,6030,2016-03-01,35,36,149,144,923,911,32,38,135,166,1118,1026
1004,1329434,2858,2016-09-01,52,32,114,86,836,776,40,36,105,104,1046,961
1005,598318,2808,2016-09-01,51,31,108,81,834,767,36,41,116,105,1018,944
1006,1391076,2806,2016-09-01,51,31,107,81,836,767,37,40,114,105,1025,953
1007,422116,2823,2016-09-01,48,29,119,82,840,789,37,42,112,105,998,939
1008,1384311,2168,2011-03-01,24,38,134,139,872,924,78,43,246,191,1270,1127
1009,422247,2814,2016-09-01,49,33,111,78,838,779,37,35,108,104,1040,964
1010,422248,2807,2016-09-01,49,31,107,77,838,776,35,33,110,105,1041,964
1011,677618,4223,2011-03-01,46,60,166,207,810,940,109,114,341,379,1979,2089
1012,586520,4606,2009-03-01,82,62,234,193,1039,887,51,60,174,227,1242,1272
1013,1350435,5113,2008-03-01,32,32,188,187,752,726,28,39,237,206,931,920
1014,343289,6868,2016-03-01,42,42,165,159,866,819,42,21,142,120,1065,881
1015,1380935,4729,2007-09-01,42,56,128,185,659,690,32,53,124,151,714,634
1016,568541,3594,2015-09-01,23,29,133,115,827,818,28,26,153,118,1251,1101
1017,431753,3897,2007-09-01,50,49,147,167,913,932,41,33,149,148,1046,1045
1018,1014225,2083,2010-03-01,42,56,171,174,753,769,43,60,151,187,695,741
1019,133491,83,2017-03-01,47,42,169,141,764,812,48,67,153,179,655,738
1020,837747,185,2017-03-01,47,43,169,142,760,810,49,67,154,179,653,737
1021,484902,6477,2016-03-01,61,57,172,191,776,772,68,56,162,152,740,636
1022,749864,3794,2008-03-01,57,44,182,170,835,752,45,45,172,150,812,687
1023,749598,6065,2016-09-01,51,55,168,171,777,812,50,64,157,168,688,702
1024,258028,4429,2016-03-01,43,33,163,131,787,681,37,35,133,105,706,618
1025,484970,6236,2016-03-01,62,58,172,192,767,771,64,54,162,152,738,638
1026,760009,5930,2013-09-01,47,43,210,189,847,764,61,48,327,225,1253,1084
1027,485035,6562,2016-03-01,51,50,147,164,761,771,56,46,141,139,727,643
1028,838163,2204,2010-03-01,33,40,141,148,730,745,31,57,130,163,656,739
1029,1190275,4347,2011-03-01,64,32,208,151,840,791,49,49,163,162,749,681
1030,221478,5571,2016-09-01,41,36,156,152,770,795,41,53,143,147,693,698
1031,1190274,6468,2016-03-01,61,56,163,187,772,787,60,54,161,150,748,652
1032,1102597,6579,2016-03-01,45,32,149,168,763,771,53,43,151,144,735,645
1033,1277956,3495,2016-09-01,38,32,159,154,776,797,40,53,147,146,701,699
1034,1366176,5699,2015-09-01,56,51,164,178,765,806,72,52,180,155,718,663
1035,926457,5972,2016-03-01,59,58,171,191,766,772,64,54,159,151,740,640
1036,1014310,6541,2016-09-01,33,29,172,164,792,814,38,50,152,158,711,706
1037,466749,4583,2013-03-01,49,64,205,210,868,741,61,60,293,193,1306,867
1038,996019,4601,2013-03-01,56,64,207,204,864,734,67,65,296,195,1306,872
1039,45602,6473,2016-03-01,62,58,171,191,765,771,64,54,161,152,739,637
1040,309830,3261,2010-03-01,33,38,143,151,732,749,31,57,131,164,660,740
1041,1171948,4577,2013-09-01,47,64,220,218,829,760,59,72,276,241,1178,984
1042,1347274,4572,2013-09-01,46,63,221,218,830,761,57,67,276,243,1171,983
1043,749979,2118,2011-03-01,51,32,200,144,827,770,38,47,152,149,743,682
1044,45671,6515,2016-03-01,56,53,165,185,775,784,58,54,158,147,745,652
1045,397401,2054,2012-09-01,46,35,168,141,799,718,49,58,161,165,707,768
1046,1171422,4588,2013-09-01,47,63,219,218,831,760,59,72,276,243,1172,984
1047,133492,5937,2007-09-01,29,23,183,151,876,868,29,26,167,138,828,724
1048,661488,2128,2011-03-01,40,25,214,143,856,806,34,41,161,160,780,690
1049,1014716,4270,2011-03-01,64,34,205,149,838,783,51,48,164,161,745,682
1050,177555,4553,2007-09-01,103,109,313,266,1054,942,148,101,386,296,1315,1132
1051,1014655,662,2007-09-01,34,27,180,144,858,847,39,31,160,132,818,717
1052,1291282,4615,2009-03-01,64,57,239,199,1054,928,44,54,187,242,1282,1365
1053,717667,4296,2011-03-01,52,31,204,143,926,924,51,43,200,161,1313,1222
1054,647490,4555,2007-09-01,87,90,293,266,1044,937,124,87,399,311,1308,1124
1055,28200,2014,2011-03-01,13,25,86,112,653,690,26,29,98,87,831,684
1056,1065673,4581,2013-09-01,49,54,227,200,818,762,61,55,286,252,1221,1044
1057,1093448,4618,2009-03-01,76,69,264,223,1043,898,56,60,217,245,1214,1229
1058,243835,4603,2009-03-01,78,85,259,238,1105,974,59,61,231,249,1249,1330
1059,704206,4613,2009-03-01,28,33,226,207,1093,968,28,30,218,258,1265,1384
1060,674753,4576,2013-09-01,43,42,178,158,908,814,79,55,232,212,1353,1180
1061,445503,4571,2013-03-01,70,55,203,168,911,769,143,46,335,177,1527,1012
1062,823806,4547,2007-09-01,87,84,304,268,1044,938,127,87,400,314,1314,1121
1063,486609,3635,2015-09-01,35,32,83,95,437,461,27,52,86,155,557,548
1064,963631,1718,2014-09-01,11,14,63,61,492,540,39,30,146,119,925,846
1065,1069114,5495,2010-03-01,35,30,133,124,609,575,41,47,177,159,928,788
1066,346591,1628,2014-09-01,59,49,186,192,815,903,51,85,207,285,863,1058
1067,71696,839,2010-03-01,16,24,87,89,530,563,31,20,106,90,698,676
1068,1105897,1831,2016-03-01,35,28,127,146,749,776,47,60,210,240,1403,1368
1069,1323093,3771,2014-03-01,42,46,221,231,920,1058,147,138,471,430,1735,1723
1070,1016421,4221,2010-03-01,21,24,94,82,386,471,23,36,109,131,548,645
1071,1383566,540,2010-03-01,36,29,95,73,704,713,35,53,98,132,822,861
1072,917053,4276,2012-09-01,42,44,116,97,814,752,60,35,141,128,1410,1441
1073,1193523,1835,2016-03-01,44,38,134,146,748,776,65,65,196,225,1406,1366
1074,927048,4697,2011-03-01,17,21,144,118,623,633,66,31,247,163,942,860
1075,1281153,1830,2016-03-01,44,37,137,148,741,777,67,65,206,225,1404,1365
1076,950509,4557,2007-09-01,90,80,249,213,950,791,84,88,276,233,1187,971
1077,828637,4292,2012-09-01,47,45,119,102,810,748,65,63,147,134,1410,1444
1078,1383008,4541,2007-09-01,102,74,251,184,972,830,90,75,270,233,1199,972
1079,402815,1772,2011-03-01,31,36,134,136,573,557,32,41,104,133,654,668
1080,1279607,4225,2013-09-01,29,21,111,97,490,454,36,21,121,95,560,556
1081,1017429,2140,2012-09-01,14,23,131,118,956,927,17,17,133,127,1031,1004
1082,1105330,2233,2008-03-01,27,27,139,116,1150,966,19,21,141,117,1064,930
1083,805345,4163,2008-09-01,25,18,87,98,485,502,36,27,133,94,677,513
1084,875264,5348,2014-03-01,58,37,130,112,463,438,62,43,186,184,930,817
1085,332052,6183,2016-09-01,13,7,89,75,456,471,12,14,69,84,527,557
1086,521920,5343,2014-03-01,58,37,130,111,462,439,61,42,186,184,928,817
1087,698946,1060,2014-03-01,58,37,130,112,462,439,62,44,188,185,931,817
1088,897925,3400,2016-09-01,67,49,186,139,984,957,69,28,168,117,950,882
1089,101069,2679,2011-03-01,16,25,102,94,456,487,40,39,108,130,562,592
1090,859558,3255,2010-03-01,11,14,68,61,512,499,24,17,85,70,537,558
1091,1315188,3419,2016-09-01,25,14,85,82,428,410,24,35,126,165,648,708
1092,897942,6486,2016-03-01,52,38,183,152,1010,929,55,38,180,143,991,844
1093,1180777,351,2016-03-01,12,10,85,103,891,877,41,22,169,149,1129,934
1094,774618,5036,2013-03-01,27,10,119,87,424,310,31,21,140,114,817,746
1095,1388283,5606,2009-03-01,7,9,73,97,489,503,15,21,117,104,707,613
1096,1036511,4126,2014-09-01,11,23,73,80,395,449,15,12,94,62,518,515
1097,1036515,4251,2011-03-01,13,8,87,93,494,515,17,19,97,110,616,603
1098,419444,4306,2011-03-01,12,8,88,95,498,522,17,18,98,117,617,612
1099,1074100,3442,2016-09-01,49,41,201,150,1009,955,57,24,162,126,952,886
1100,448552,4696,2011-03-01,70,53,158,138,663,648,41,40,155,187,917,795
1101,1245301,94,2017-03-01,28,12,78,74,454,482,16,18,74,88,515,586
1102,302396,6276,2016-09-01,31,19,127,98,718,618,31,29,125,111,799,608
1103,67765,2198,2009-03-01,18,13,74,89,490,491,15,18,111,97,691,615
1104,477571,442,2008-09-01,36,54,173,202,858,866,49,55,190,186,1052,940
1105,800731,3111,2010-03-01,8,11,38,41,391,378,20,19,85,99,934,1084
1106,1065414,4848,2008-09-01,39,38,199,178,899,749,50,64,271,262,1286,1152
1107,1240971,4391,2008-09-01,37,44,198,185,902,754,35,43,267,242,1266,1160
1108,1164525,4108,2014-09-01,52,32,132,120,519,533,54,37,154,137,638,609
1109,1047434,203,2017-03-01,23,71,125,229,878,1121,41,43,165,197,1162,1159
1110,751294,3698,2008-09-01,24,27,111,104,530,461,22,22,132,150,580,560
1111,1103939,6327,2016-03-01,15,11,84,82,469,400,15,28,122,99,525,488
1112,663203,2352,2008-03-01,24,28,124,106,559,466,15,25,110,157,567,624
1113,504670,1013,2016-03-01,61,60,158,181,645,766,34,54,133,154,736,781
1114,251906,2093,2014-03-01,17,18,134,98,706,683,16,20,124,87,746,678
1115,1122065,2631,2011-03-01,31,62,134,170,702,740,51,57,164,150,849,764
1116,1016127,6286,2016-03-01,25,22,77,89,447,380,13,25,139,102,510,478
1117,398641,6706,2016-09-01,15,10,70,82,451,432,12,28,109,112,518,509
1118,891468,231,2017-03-01,21,14,67,66,462,448,33,41,82,81,512,500
1119,372976,1032,2016-03-01,19,12,59,42,237,275,24,27,103,98,616,573
1120,1207126,4558,2007-09-01,93,73,244,172,979,834,88,68,275,214,1205,981
1121,257487,5497,2014-09-01,36,31,111,117,488,548,57,42,167,169,890,805
1122,684394,1697,2014-09-01,22,28,89,123,461,510,27,24,143,125,764,729
1123,293029,2216,2013-03-01,53,39,163,155,845,823,44,47,166,185,798,830
1124,117049,5810,2015-03-01,40,44,157,159,822,842,47,41,189,137,829,868
1125,888942,3104,2010-03-01,9,11,35,41,381,373,23,19,88,105,926,1071
1126,49139,5073,2013-09-01,27,35,76,72,424,381,44,41,138,116,769,708
1127,55418,5024,2008-03-01,13,14,65,61,496,500,13,16,75,83,591,546
1128,589586,3764,2014-03-01,39,38,118,133,650,776,30,41,117,150,869,1266
1129,1214900,225,2017-03-01,1,3,12,8,222,177,11,11,35,42,100,103
1130,75496,70,2017-03-01,24,17,127,96,710,667,16,14,109,79,710,694
1131,173098,4881,2008-09-01,31,26,99,90,701,552,34,36,110,85,717,687
1132,1179594,1569,2013-09-01,38,40,124,134,702,724,34,40,131,159,827,825
1133,716627,1752,2010-03-01,29,33,165,159,1024,969,34,40,156,140,1163,1029
1134,753451,5697,2015-09-01,5,7,15,19,129,142,5,5,41,18,383,317
1135,496511,5000,2008-03-01,24,26,62,56,480,479,31,32,72,79,553,553
1136,319479,4999,2008-03-01,11,13,65,62,497,504,13,17,77,84,593,550
1137,1114598,5012,2008-03-01,19,17,65,63,503,507,17,18,78,85,591,561
1138,1114605,5009,2008-03-01,16,13,63,55,525,525,20,21,79,83,624,572
1139,1331592,4965,2008-09-01,9,13,71,63,432,397,13,28,101,71,717,495
1140,745963,2760,2011-03-01,37,39,104,75,452,434,19,40,120,126,927,919
1141,1186233,2728,2011-03-01,36,40,103,79,450,438,19,35,129,135,938,917
1142,128743,2770,2011-03-01,26,27,108,89,474,476,24,23,124,127,991,961
1143,1009208,2750,2011-03-01,25,28,104,86,471,472,24,24,121,126,991,955
1144,1097383,2748,2011-03-01,32,28,105,82,454,456,25,23,120,125,974,925
1145,324600,552,2013-09-01,47,48,155,169,696,677,41,58,143,175,683,724
1146,1185089,2731,2011-03-01,37,38,102,75,456,437,21,37,110,125,926,908
1147,1360966,2733,2011-03-01,32,28,104,84,454,457,26,23,118,127,976,926
1148,128092,84,2017-03-01,32,19,80,70,476,412,36,35,104,82,794,701
1149,749481,1829,2016-03-01,43,40,170,128,834,706,32,19,126,90,874,787
1150,801254,5318,2007-09-01,38,49,177,163,990,1009,54,46,301,277,1423,1361
1151,567440,85,2017-03-01,16,19,77,69,562,476,18,17,97,81,745,640
1152,832310,2528,2009-03-01,27,40,94,94,528,512,48,30,141,107,924,924
1153,192543,866,2016-03-01,27,13,123,119,649,660,24,17,196,165,1178,1132
1154,427515,4712,2011-03-01,15,14,48,60,748,750,14,12,72,65,842,819
1155,515224,6600,2012-09-01,17,10,71,75,769,692,15,11,73,76,789,704
1156,427530,4182,2010-03-01,12,15,60,71,690,761,9,20,83,75,852,813
1157,793427,4388,2010-03-01,40,32,127,129,907,788,38,39,136,157,1098,1352
1158,75914,6599,2012-09-01,17,10,71,75,769,692,15,11,73,76,789,704
1159,177362,4199,2012-09-01,32,23,124,126,815,828,36,30,138,153,1250,1137
1160,603630,6613,2012-09-01,17,10,71,75,769,692,15,11,73,76,789,704
1161,1057938,4387,2010-03-01,40,32,127,129,907,788,38,39,136,157,1098,1352
1162,743119,4539,2012-03-01,129,95,347,276,1077,910,118,110,309,272,1226,984
1163,767507,5062,2008-03-01,20,20,61,90,232,317,44,31,131,130,555,547
1164,340052,6602,2012-09-01,17,10,71,75,769,692,15,11,73,76,789,704
1165,1132613,6427,2016-09-01,16,18,80,59,725,588,15,7,83,78,696,620
1166,795275,2665,2011-03-01,31,62,131,166,800,842,50,52,211,159,1015,933
1167,1317161,1559,2013-03-01,41,32,144,128,855,789,40,26,133,131,871,940
1168,1404893,1586,2013-09-01,43,36,115,130,878,791,37,24,134,139,909,956
1169,1331324,6799,2016-03-01,27,28,93,111,474,441,31,24,95,94,511,475
1170,1053891,5453,2014-09-01,64,87,167,200,902,1077,76,94,175,200,964,984
1171,696765,77,2017-03-01,23,52,115,158,668,801,26,22,120,160,786,892
1172,1400638,52,2017-03-01,23,52,113,155,668,801,26,22,119,160,785,891
1173,986901,1877,2014-09-01,60,58,161,186,718,797,43,34,151,154,914,905
1174,80581,55,2017-03-01,23,52,114,155,654,795,26,22,119,161,765,873
1175,347039,3191,2008-03-01,41,52,149,151,865,738,41,51,131,171,1004,786
1176,928634,3546,2015-09-01,18,11,67,59,464,504,18,21,96,118,560,558
1177,782509,3381,2016-09-01,10,8,75,79,460,445,14,18,78,105,526,535
1178,311878,4150,2014-09-01,16,16,56,66,464,489,35,32,92,70,556,505
1179,225234,3208,2008-03-01,29,26,142,157,642,618,47,39,170,131,751,613
1180,752963,3210,2008-03-01,29,23,142,155,646,619,47,39,167,129,754,613
1181,312927,89,2017-03-01,62,46,144,152,582,586,36,34,135,113,579,567
1182,48865,2351,2008-03-01,28,24,142,155,635,614,47,37,167,128,746,608
1183,918764,6053,2016-03-01,13,29,113,122,538,503,25,25,146,150,608,524
1184,841189,4265,2011-03-01,30,34,141,139,553,583,29,28,95,113,572,549
1185,1105744,87,2017-03-01,47,34,145,159,624,609,33,39,134,107,614,602
1186,400389,2187,2008-03-01,28,23,141,154,634,615,47,38,164,127,747,609
1187,253817,1202,2014-03-01,13,18,70,71,631,597,28,28,94,85,660,636
1188,1134405,1201,2014-03-01,13,18,70,72,629,601,28,28,95,85,665,635
1189,1013287,23,2017-03-01,37,38,114,142,471,446,32,34,129,138,552,512
1190,293034,127,2017-03-01,34,37,144,124,773,686,37,38,155,208,1155,1275
1191,8115,5979,2016-03-01,39,55,259,187,916,800,31,46,212,163,1016,803
1192,1270535,843,2010-03-01,46,31,121,112,853,815,64,61,188,209,1045,1099
1193,696301,2681,2011-03-01,20,42,218,238,979,962,32,31,226,214,1022,982
1194,1134895,42,2017-03-01,37,34,161,259,795,1029,30,43,172,208,886,972
1195,800306,3463,2016-09-01,42,58,218,196,888,807,39,44,194,164,929,832
1196,1176009,4212,2012-09-01,28,35,115,125,636,628,31,38,132,164,750,747
1197,1036423,5994,2016-03-01,37,33,93,93,540,540,54,36,122,120,617,595
1198,595382,6005,2016-03-01,37,33,95,96,539,535,54,36,125,123,617,593
1199,919136,851,2010-03-01,44,31,122,109,846,803,64,62,192,206,1042,1096
1200,1200947,1749,2014-09-01,54,60,173,197,993,1073,53,50,193,185,1074,1206
1201,155999,131,2017-03-01,30,41,93,123,581,575,42,38,125,105,586,607
1202,689746,66,2017-03-01,29,41,88,120,629,800,26,35,94,94,765,867
1203,1231407,2566,2015-09-01,13,13,104,105,631,576,27,39,118,126,818,792
1204,470502,3280,2010-03-01,80,68,152,150,649,671,54,49,124,150,615,664
1205,1351530,3939,2007-09-01,59,74,145,147,743,739,46,56,119,125,780,650
1206,295077,5905,2010-03-01,78,62,168,173,662,687,52,50,145,179,630,678
1207,911883,5531,2014-03-01,52,67,122,124,620,750,57,57,128,113,663,667
1208,31133,6608,2012-09-01,64,54,142,117,694,649,30,46,130,129,629,690
1209,132899,5554,2012-03-01,50,36,148,103,451,411,40,40,137,110,507,466
1210,313415,5816,2013-03-01,29,28,146,119,614,571,32,28,121,109,574,616
1211,660444,2237,2008-03-01,63,95,176,190,533,472,49,49,162,161,705,528
1212,1017104,3243,2010-03-01,75,62,216,213,1012,1025,46,40,174,154,972,1061
1213,731314,3200,2015-03-01,18,17,114,111,1001,886,29,14,120,68,939,841
1214,291200,2208,2011-03-01,23,24,166,133,1032,966,27,26,107,111,954,938
1215,137027,2223,2008-03-01,29,22,137,154,632,614,50,37,162,127,747,611
1216,665003,5667,2011-03-01,29,33,141,143,588,605,26,32,94,117,605,570
1217,1369835,3298,2008-03-01,29,26,142,158,643,618,47,39,171,132,751,614
1218,1280596,2480,2016-03-01,25,22,141,157,936,891,27,22,132,110,974,826
1219,1192584,3934,2007-09-01,60,86,169,218,1055,1061,48,65,142,209,1090,1049
1220,313342,3230,2008-03-01,30,26,144,160,649,620,47,39,173,136,753,617
1221,1311520,2043,2015-03-01,37,51,138,178,804,888,36,30,145,148,997,1016
1222,27046,2129,2011-03-01,22,23,168,132,1062,989,26,28,110,116,972,947
1223,1077776,479,2008-09-01,33,35,131,122,806,743,42,37,137,123,1095,922
1224,776089,6640,2016-09-01,36,35,149,145,967,960,39,63,160,162,1146,1113
1225,1183254,1365,2011-03-01,12,19,84,92,578,564,24,16,137,110,626,647
1226,536383,4352,2012-09-01,18,9,46,34,300,282,19,20,51,54,416,440
1227,977684,4315,2012-09-01,21,14,46,40,317,300,14,22,53,56,439,456
1228,976585,3448,2016-09-01,63,68,210,189,891,824,68,61,189,153,930,837
1229,888546,6045,2016-03-01,55,70,257,169,919,814,60,55,209,166,1015,803
1230,769460,5274,2007-09-01,14,22,97,89,502,425,25,35,173,184,1082,1078
1231,873705,606,2010-03-01,13,23,97,105,929,838,28,31,138,122,1121,1146
1232,840674,1301,2013-03-01,35,37,112,118,610,581,37,34,130,142,708,716
1233,599360,3790,2008-03-01,39,44,154,144,858,702,50,40,199,152,945,894
1234,159869,2741,2009-03-01,33,32,143,123,768,687,36,45,157,157,910,826
1235,251128,2762,2014-03-01,22,5,64,45,511,452,27,11,106,79,955,751
1236,726567,488,2013-03-01,43,52,190,175,746,681,50,63,238,201,1389,1026
1237,140147,1803,2011-03-01,14,20,60,61,446,367,17,19,127,104,724,629
1238,937732,1795,2014-09-01,36,52,187,248,911,1134,52,64,202,196,1005,1006
1239,947650,1014,2016-03-01,44,40,110,120,737,693,62,43,151,117,879,852
1240,66648,6129,2010-03-01,39,51,109,110,755,689,66,38,152,105,822,927
1241,66647,6040,2016-03-01,43,37,98,100,732,684,70,44,151,117,822,799
1242,1035429,6024,2016-03-01,43,33,93,100,725,679,68,41,148,116,813,793
1243,594392,6071,2013-03-01,44,35,130,113,759,709,51,59,141,132,851,803
1244,594393,2020,2008-03-01,66,37,152,109,907,765,56,63,167,153,1019,827
1245,594394,4950,2008-09-01,47,38,135,106,863,698,61,50,159,136,962,826
1246,475064,3062,2008-09-01,21,18,79,70,584,526,15,21,102,99,806,834
1247,482953,2831,2016-09-01,52,36,142,118,817,775,45,34,130,118,1051,976
1248,475062,2832,2016-09-01,24,21,85,83,473,452,13,11,72,101,750,775
1249,1004328,152,2017-03-01,20,21,72,67,449,419,16,9,77,84,845,682
1250,426425,2767,2011-03-01,33,23,112,91,459,466,22,16,129,131,972,931
1251,250974,2759,2011-03-01,34,23,112,90,456,463,24,16,129,131,971,931
1252,867376,2749,2011-03-01,33,23,112,91,459,467,22,16,129,131,973,932
1253,1219548,2739,2011-03-01,34,23,112,90,458,466,22,16,129,133,972,930
1254,81824,6062,2016-03-01,39,32,187,156,771,632,41,21,138,112,697,608
1255,1135675,4807,2008-09-01,37,40,169,161,804,717,27,35,152,122,794,666
1256,608339,2459,2011-03-01,44,49,181,173,733,739,44,57,150,161,643,720
1257,871312,2304,2009-03-01,50,29,208,146,868,706,63,86,226,355,1164,1543
1258,1135266,3481,2016-09-01,56,39,202,191,896,887,51,60,268,271,1282,1263
1259,1298540,5243,2008-09-01,57,48,177,127,843,706,70,48,190,167,1039,896
1260,1070220,2318,2009-03-01,56,42,179,127,873,699,58,127,220,370,1169,1556
1261,957739,3131,2013-03-01,20,32,146,128,829,764,28,25,171,197,1502,1514
1262,1070333,4204,2012-09-01,51,50,183,148,889,773,82,57,355,263,1613,1305
1263,702631,140,2017-03-01,32,29,154,149,724,675,42,36,195,168,1037,855
1264,531340,6653,2012-09-01,14,11,76,66,533,397,20,15,98,75,588,528
1265,708385,5022,2012-03-01,14,13,54,45,504,421,17,14,67,68,569,523
1266,829306,2909,2011-03-01,14,24,82,127,523,612,29,37,123,136,866,948
1267,607900,344,2016-03-01,22,34,114,110,506,484,39,42,145,139,844,837
1268,95700,6774,2016-09-01,17,11,131,109,489,467,15,15,126,115,739,772
1269,926643,2242,2011-03-01,42,47,111,131,469,474,44,61,142,191,831,856
