"","1","match_greened_date","greened_id","vacant_id"
"3349","14628","2009-03-01",4605,1388257
"3350","6994","2009-03-01",4606,586520
"3351","14763","2009-03-01",4607,212813
"3352","14312","2009-03-01",4608,905046
"3353","14525","2009-03-01",4609,326948
"3354","14536","2009-03-01",4610,740809
"3355","14511","2009-03-01",4611,1207457
"3356","14538","2009-03-01",4612,1383963
"3357","14473","2009-03-01",4613,704206
"3358","14555","2009-03-01",4614,564181
"3359","14812","2009-03-01",4615,1291282
"3360","14795","2009-03-01",4617,388751
"3361","14604","2009-03-01",4618,1093448
"3362","14727","2009-03-01",4619,327722
"3363","14539","2009-03-01",4620,1300175
"3364","14239","2009-03-01",4621,1081234
"3365","10866","2008-03-01",4662,1406695
"3366","15761","2008-09-01",4680,124550
"3367","13077","2010-03-01",4686,244193
"3368","13452","2010-03-01",4688,1230640
"3369","13405","2010-03-01",4689,525898
"3370","6542","2010-03-01",4690,720213
"3371","13383","2010-03-01",4691,614594
"3372","7316","2008-09-01",4694,1006736
"3373","13211","2011-03-01",4695,544035
"3374","18223","2011-03-01",4696,448552
"3375","17925","2011-03-01",4697,927048
"3376","16653","2008-09-01",4698,393213
"3378","17254","2011-03-01",4700,1357302
"3379","7115","2008-09-01",4702,1286040
"3380","17357","2011-03-01",4706,652392
"3381","18387","2011-03-01",4707,1329527
"3382","5991","2007-09-01",4708,608907
"3383","10471","2008-09-01",4709,1367391
"3384","12756","2008-09-01",4710,1314376
"3386","18168","2011-03-01",4712,427515
"3387","11275","2011-03-01",4713,229614
"3388","17770","2007-09-01",4714,253516
"3389","16751","2008-09-01",4715,38570
"3390","6659","2008-09-01",4716,1383417
"3391","17322","2011-03-01",4718,1239499
"3392","6288","2011-03-01",4719,385517
"3393","14895","2007-09-01",4721,854764
"3394","11261","2007-09-01",4722,98232
"3395","17728","2007-09-01",4723,981773
"3396","6494","2008-09-01",4724,238111
"3397","6802","2008-09-01",4725,855305
"3398","6449","2011-03-01",4726,302846
"3399","6312","2011-03-01",4727,1354358
"3400","17234","2011-03-01",4728,95344
"3402","21073","2011-03-01",4731,1188491
"3403","17888","2011-03-01",4732,166814
"3404","17808","2007-09-01",4733,167744
"3405","21069","2011-03-01",4734,1100794
"3406","17724","2007-09-01",4735,540482
"3407","6908","2007-09-01",4736,259755
"3408","12182","2008-09-01",4737,86976
"3409","6509","2008-09-01",4738,1206803
"3410","9324","2011-03-01",4740,473121
"3411","13120","2007-09-01",4741,585778
"3412","8799","2007-09-01",4742,802934
"3413","20158","2011-03-01",4743,661515
"3414","18638","2008-09-01",4747,514547
"3415","21389","2008-03-01",4753,814249
"3416","19034","2008-09-01",4754,730530
"3417","21371","2008-09-01",4756,1232121
"3418","16457","2008-03-01",4757,405485
"3419","18016","2007-09-01",4759,1302363
"3420","7619","2007-09-01",4760,42782
"3421","6981","2007-09-01",4761,963583
"3422","9940","2007-09-01",4763,1067050
"3423","18486","2008-03-01",4782,162850
"3424","13712","2008-03-01",4786,411164
"3425","13881","2008-09-01",4787,235551
"3426","14036","2008-09-01",4788,1379198
"3427","13412","2008-03-01",4795,144637
"3428","13683","2008-03-01",4796,677368
"3429","16787","2008-03-01",4797,903057
"3430","9372","2008-09-01",4798,1192205
"3431","18474","2008-03-01",4801,778926
"3432","13920","2008-09-01",4802,763897
"3433","14058","2008-09-01",4807,1135675
"3434","18476","2008-03-01",4808,949149
"3435","11730","2008-09-01",4809,44649
"3436","18313","2008-03-01",4810,507802
"3438","17374","2011-03-01",4813,124519
"3439","6077","2011-03-01",4815,1354326
"3441","5056","2011-03-01",4823,1137940
"3442","4801","2011-03-01",4827,952084
"3443","10000","2008-03-01",4833,1102108
"3444","13772","2007-09-01",4836,1248074
"3445","9929","2008-03-01",4837,1330680
"3446","16851","2008-09-01",4844,957495
"3447","16847","2008-09-01",4845,957490
"3448","16814","2008-09-01",4847,1309187
"3449","5997","2008-09-01",4848,1065414
"3450","17607","2007-09-01",4851,1052596
"3451","16725","2007-09-01",4852,1223043
"3452","11259","2007-09-01",4854,349382
"3453","16792","2008-09-01",4855,799617
"3454","20176","2008-09-01",4861,926158
"3455","20395","2008-03-01",4870,1407444
"3456","20393","2008-03-01",4877,1232056
"3457","10755","2008-09-01",4881,173098
"3458","10639","2008-09-01",4882,1155689
"3459","20243","2008-09-01",4883,248313
"3460","19567","2008-09-01",4884,516471
"3461","10132","2008-09-01",4885,11431
"3462","9510","2008-09-01",4886,554874
"3463","19539","2015-03-01",4887,607490
"3464","19596","2015-03-01",4888,1090113
"3465","19934","2013-09-01",4891,917983
"3466","17259","2008-09-01",4898,468986
"3467","5798","2008-03-01",4902,1132953
"3468","6773","2007-09-01",4907,516986
"3469","17212","2008-03-01",4908,494201
"3470","6804","2007-09-01",4909,1046334
"3471","17588","2008-03-01",4911,318822
"3472","16410","2008-03-01",4914,44944
"3473","17372","2013-09-01",4917,212199
"3474","13964","2013-03-01",4918,233363
"3475","19372","2013-03-01",4919,445089
"3476","13872","2013-03-01",4920,408973
"3477","13951","2013-03-01",4921,57437
"3478","13941","2015-03-01",4930,146084
"3479","14705","2015-03-01",4931,1031272
"3480","19739","2015-03-01",4932,356256
"3481","7102","2015-03-01",4933,148512
"3482","19628","2015-03-01",4934,796560
"3483","13889","2013-09-01",4942,1377854
"3485","14738","2008-09-01",4950,594394
"3486","20232","2008-03-01",4953,362852
"3487","19453","2013-09-01",4954,658474
"3488","19455","2013-09-01",4955,834779
"3489","13590","2007-09-01",4956,1069988
"3490","19492","2007-09-01",4958,1091735
"3492","18736","2008-03-01",4960,933348
"3493","19254","2008-09-01",4961,1148735
"3494","18588","2008-09-01",4965,1331592
"3495","18668","2008-09-01",4970,1155666
"3496","19341","2008-09-01",4975,836468
"3497","11935","2008-09-01",4976,451964
"3498","19472","2008-09-01",4977,303529
"3499","19266","2008-09-01",4982,1188622
"3500","9697","2008-09-01",4983,1371435
"3501","12034","2008-09-01",4984,276816
"3502","18285","2008-09-01",4985,1213980
"3503","11981","2008-09-01",4986,804972
"3504","17375","2016-03-01",4987,951454
"3505","9362","2016-03-01",4988,1321730
"3506","17473","2016-03-01",4989,70482
"3507","18714","2008-03-01",4996,36626
"3508","18472","2008-03-01",4999,319479
"3509","18463","2008-03-01",5000,496511
"3510","11936","2008-03-01",5008,271262
"3511","18505","2008-03-01",5009,1114605
"3512","21227","2008-03-01",5011,278193
"3513","18491","2008-03-01",5012,1114598
"3514","10106","2008-03-01",5013,38617
"3515","18502","2008-03-01",5014,614058
"3516","20794","2008-03-01",5019,530330
"3517","19534","2008-03-01",5020,94863
"3518","18478","2008-03-01",5021,233007
"3519","18496","2012-03-01",5022,708385
"3520","18473","2008-03-01",5024,55418
"3521","13570","2012-03-01",5025,1199604
"3522","16883","2012-03-01",5026,511666
"3523","16876","2012-03-01",5027,50179
"3524","16881","2012-03-01",5028,314368
"3525","18779","2008-09-01",5029,923635
"3526","5708","2008-09-01",5030,139529
"3527","5519","2008-09-01",5031,1195891
"3528","19553","2008-09-01",5032,966539
"3529","18772","2008-09-01",5034,1099728
"3530","18055","2010-03-01",5035,1250736
"3531","17776","2013-03-01",5036,774618
"3532","18051","2011-03-01",5037,313509
"3533","7769","2013-09-01",5038,567981
"3534","17992","2011-03-01",5040,205731
"3535","17738","2013-03-01",5041,1339930
"3536","18095","2010-03-01",5042,1086207
"3537","17736","2013-03-01",5044,19569
"3538","18049","2011-03-01",5046,660559
"3539","18134","2011-03-01",5047,124481
"3540","17727","2008-03-01",5050,1092086
"3541","19890","2008-03-01",5051,592993
"3542","20632","2008-03-01",5052,1236832
"3543","9173","2008-03-01",5053,319821
"3544","9174","2008-03-01",5058,584774
"3545","9078","2008-03-01",5059,673599
"3546","9154","2008-03-01",5061,1289589
"3547","20300","2008-03-01",5062,767507
"3548","20856","2008-03-01",5063,977171
"3549","20454","2008-03-01",5064,1076306
"3550","15381","2008-03-01",5067,361162
"3551","9414","2011-03-01",5070,399332
"3552","17943","2011-03-01",5071,837258
"3553","17641","2011-03-01",5074,507133
"3554","10117","2011-03-01",5075,663270
"3555","10036","2011-03-01",5076,298462
"3556","8667","2011-03-01",5077,1026572
"3557","17853","2011-03-01",5079,1074321
"3558","16262","2011-03-01",5080,331170
"3559","18418","2011-03-01",5081,1335231
"3560","9438","2011-03-01",5082,575149
"3561","17538","2011-03-01",5083,47354
"3562","17533","2011-03-01",5084,1279614
"3563","16528","2011-03-01",5085,419015
"3564","17944","2011-03-01",5086,1277109
"3565","17648","2013-09-01",5087,1124598
"3566","8806","2011-03-01",5088,1104814
"3567","12410","2011-03-01",5090,1229768
"3568","18439","2011-03-01",5092,715734
"3569","6169","2011-03-01",5094,1050948
"3570","18577","2011-03-01",5095,979865
"3571","9310","2011-03-01",5096,1173606
"3572","9208","2011-03-01",5098,392077
"3573","14271","2008-09-01",5100,637575
"3574","14374","2008-03-01",5103,194828
"3575","15422","2013-03-01",5105,768063
"3576","15463","2013-03-01",5106,1296200
"3577","5640","2008-03-01",5112,1137624
"3578","18309","2008-03-01",5115,293958
"3579","15302","2008-03-01",5116,591585
"3580","15321","2008-03-01",5117,680040
"3581","15389","2013-03-01",5120,1296121
"3582","15691","2013-03-01",5121,186781
"3583","11553","2008-09-01",5124,395701
"3584","6916","2008-09-01",5128,169491
"3585","6835","2008-09-01",5129,1046769
"3586","17392","2008-09-01",5130,698594
"3587","7284","2013-03-01",5131,106080
"3588","10424","2008-03-01",5147,1109514
"3589","10673","2008-03-01",5149,369331
"3590","10250","2008-03-01",5150,1249809
"3591","16612","2008-03-01",5151,974792
"3592","14122","2008-09-01",5152,237983
"3593","14276","2008-09-01",5153,725249
"3594","6807","2013-03-01",5154,493962
"3595","8219","2013-03-01",5155,829954
"3596","13231","2013-03-01",5156,127782
"3597","10500","2008-03-01",5170,845013
"3598","6348","2008-03-01",5171,562757
"3599","10681","2008-03-01",5172,17652
"3600","6323","2008-03-01",5173,1111494
"3601","20954","2008-03-01",5174,257731
"3602","19916","2008-09-01",5176,721208
"3603","18550","2008-09-01",5177,442899
"3604","13447","2013-03-01",5178,882194
"3605","13296","2013-03-01",5180,1096483
"3606","13279","2013-03-01",5181,832039
"3607","11575","2013-03-01",5182,669079
"3608","11583","2013-03-01",5183,404266
"3609","10861","2013-03-01",5185,662398
"3610","7328","2013-03-01",5186,168898
"3611","10475","2013-03-01",5188,110247
"3612","7832","2016-03-01",5192,519402
"3613","9609","2015-09-01",5193,73646
"3614","9547","2015-09-01",5194,73642
"3615","5257","2008-09-01",5197,607134
"3616","19135","2010-03-01",5201,11930
"3617","19190","2013-03-01",5202,198484
"3618","5468","2011-03-01",5204,675981
"3619","12915","2008-09-01",5205,540453
"3620","10987","2008-09-01",5206,1314552
"3621","14668","2008-09-01",5207,1337706
"3622","18194","2008-09-01",5208,313335
"3623","6878","2008-09-01",5210,909036
"3624","12822","2011-03-01",5211,1069869
"3625","14815","2010-03-01",5212,523370
"3626","19777","2013-03-01",5213,169784
"3627","6279","2011-03-01",5215,18367
"3628","15260","2011-03-01",5216,341158
"3629","19126","2011-03-01",5218,915639
"3630","18263","2011-03-01",5219,777528
"3631","15274","2011-03-01",5220,869672
"3632","6895","2008-09-01",5221,467765
"3633","5831","2008-09-01",5222,652663
"3634","5292","2011-03-01",5223,82930
"3635","10463","2010-03-01",5225,1051525
"3636","5880","2011-03-01",5226,1181278
"3637","18693","2010-03-01",5227,293251
"3638","5796","2007-09-01",5236,722653
"3639","6290","2007-09-01",5237,963712
"3640","20230","2008-09-01",5243,1298540
"3641","18443","2008-09-01",5244,584915
"3642","20085","2007-09-01",5265,681349
"3643","11487","2007-09-01",5266,242038
"3644","12245","2007-09-01",5267,695431
"3645","17883","2007-09-01",5268,515047
"3646","17369","2007-09-01",5269,564020
"3647","8428","2007-09-01",5270,475042
"3648","11759","2007-09-01",5271,521403
"3649","5681","2007-09-01",5272,994759
"3650","10294","2007-09-01",5273,787089
"3651","20265","2007-09-01",5274,769460
"3652","5818","2007-09-01",5275,653584
"3653","11230","2007-09-01",5276,1276585
"3654","13151","2007-09-01",5277,595594
"3655","17857","2007-09-01",5278,917566
"3656","19785","2007-09-01",5280,416772
"3657","17047","2007-09-01",5287,1363201
"3658","13481","2007-09-01",5289,641408
"3659","18880","2007-09-01",5290,243158
"3660","13585","2007-09-01",5291,790733
"3661","13743","2007-09-01",5297,695066
"3662","17571","2013-09-01",5299,1335949
"3663","19586","2007-09-01",5300,415667
"3664","14599","2007-09-01",5301,142331
"3665","6630","2010-03-01",5302,435587
"3666","4918","2010-03-01",5303,943900
"3667","20162","2013-09-01",5304,417609
"3668","17373","2013-09-01",5305,848358
"3669","19400","2010-03-01",5307,1148895
"3670","19413","2013-09-01",5308,34726
"3671","17362","2013-09-01",5309,719789
"3672","20276","2010-03-01",5310,1226021
"3673","18304","2015-09-01",5311,1395579
"3674","16492","2010-03-01",5313,251858
"3675","6759","2013-09-01",5314,612338
"3676","20299","2010-03-01",5315,1401557
"3677","18388","2008-09-01",5316,761639
"3678","18397","2008-09-01",5317,145553
"3679","18267","2013-09-01",5319,995107
"3680","17426","2013-09-01",5320,1044552
"3681","16519","2010-03-01",5321,1273233
"3682","13723","2008-03-01",5326,720936
"3683","9671","2008-03-01",5327,1400182
"3684","8094","2008-03-01",5328,961438
"3685","16766","2012-09-01",5332,400274
"3686","20087","2014-03-01",5334,1139252
"3687","11809","2008-03-01",5335,150526
"3688","20109","2008-03-01",5336,875266
"3689","20182","2014-03-01",5337,1139254
"3690","17445","2014-03-01",5338,927068
"3691","15259","2014-03-01",5339,903247
"3692","20155","2014-03-01",5340,1209683
"3693","17292","2014-03-01",5341,1021069
"3694","17110","2014-03-01",5342,1299821
"3695","19970","2014-03-01",5343,521920
"3696","20186","2014-03-01",5345,241100
"3697","17060","2014-03-01",5346,155689
"3698","17463","2014-03-01",5347,662442
"3699","20048","2014-03-01",5348,875264
"3700","17036","2014-03-01",5349,331590
"3701","20319","2014-03-01",5350,1370995
"3702","20214","2014-03-01",5351,592799
"3703","17014","2014-03-01",5352,1189779
"3704","20120","2014-03-01",5353,857467
"3705","12902","2007-09-01",5368,326221
"3706","20787","2007-09-01",5369,65107
"3707","16946","2007-09-01",5370,1284270
"3708","16940","2007-09-01",5371,1035440
"3709","16933","2007-09-01",5373,594403
"3710","16874","2007-09-01",5374,8315
"3711","16806","2010-03-01",5375,1064713
"3712","16778","2012-09-01",5376,814715
"3713","12104","2012-09-01",5377,86952
"3714","17055","2012-09-01",5378,67337
"3715","16769","2012-09-01",5379,108979
"3716","15828","2012-09-01",5380,1364464
"3717","15890","2014-03-01",5381,179151
"3718","15898","2014-03-01",5382,836415
"3719","9360","2016-03-01",5384,837334
"3720","11829","2016-03-01",5385,307280
"3721","9494","2016-03-01",5386,1101883
"3722","11844","2016-03-01",5387,781672
"3723","11871","2016-03-01",5388,870026
"3724","11952","2016-03-01",5390,516678
"3725","11879","2016-03-01",5391,516598
"3726","16961","2016-03-01",5392,1035446
"3727","11949","2016-03-01",5393,693673
"3728","16804","2016-03-01",5395,800195
"3729","20976","2016-03-01",5396,647400
"3730","20869","2011-03-01",5405,881519
"3731","8036","2010-03-01",5406,902519
"3732","21028","2008-03-01",5412,1315536
"3733","9413","2014-09-01",5413,83227
"3734","17247","2008-03-01",5414,138461
"3735","20966","2014-09-01",5415,1175886
"3736","20909","2014-09-01",5416,1088086
"3737","19164","2011-03-01",5418,293545
"3738","15064","2011-03-01",5419,854787
"3739","19965","2011-03-01",5420,260528
"3740","8997","2014-09-01",5421,129484
"3741","8958","2014-09-01",5422,812725
"3742","11969","2014-09-01",5423,1052798
"3743","19509","2011-03-01",5425,796329
"3744","20359","2014-09-01",5428,1313865
"3745","19243","2014-09-01",5429,1129741
"3746","6667","2014-09-01",5430,777331
"3747","9268","2014-03-01",5432,1252794
"3748","20773","2014-03-01",5433,874110
"3749","20761","2014-03-01",5434,712120
"3750","20759","2014-03-01",5435,7889
"3751","19860","2014-03-01",5437,471156
"3752","19920","2014-03-01",5438,31837
"3753","17260","2014-03-01",5439,1267195
"3754","20620","2014-09-01",5440,874021
"3755","17879","2012-09-01",5442,285904
"3756","5361","2011-03-01",5443,255409
"3757","5318","2011-03-01",5444,783540
"3758","18937","2014-09-01",5447,316042
"3759","19028","2014-09-01",5448,524404
"3760","21169","2011-03-01",5450,588841
"3761","18402","2008-09-01",5451,1352178
"3762","5067","2014-09-01",5453,1053891
"3763","11260","2011-03-01",5456,613103
"3764","18752","2013-03-01",5460,419792
"3765","20964","2014-09-01",5474,183850
"3766","18067","2010-03-01",5476,231429
"3767","16432","2012-09-01",5477,1373234
"3768","20669","2012-09-01",5478,1049992
"3769","16407","2012-09-01",5479,316848
"3770","18690","2014-09-01",5480,932739
"3771","16988","2010-03-01",5481,377025
"3772","17818","2012-09-01",5483,197356
"3773","17842","2012-09-01",5484,197596
"3774","16126","2012-09-01",5485,1373229
"3775","19870","2012-09-01",5486,485059
"3776","19566","2008-09-01",5487,844283
"3777","10231","2012-09-01",5488,674349
"3778","19668","2012-09-01",5489,1020488
"3779","21390","2011-03-01",5490,1253487
"3780","18768","2013-03-01",5491,1123796
"3781","18063","2010-03-01",5495,1069114
"3782","12815","2010-03-01",5504,707256
"3783","15928","2011-03-01",5505,618928
"3784","18316","2012-03-01",5507,1306209
"3785","14306","2010-03-01",5509,849766
"3786","11315","2011-03-01",5510,53521
"3787","13882","2011-03-01",5511,158891
"3788","8190","2011-03-01",5512,984035
"3789","5034","2011-03-01",5513,963261
"3790","7382","2011-03-01",5514,1161155
"3791","6154","2012-09-01",5515,786028
"3792","6186","2012-09-01",5517,1226435
"3793","11942","2012-09-01",5519,972395
"3794","19301","2012-09-01",5520,363490
"3795","16729","2012-09-01",5522,1035490
"3796","10496","2012-09-01",5524,1060605
"3799","17862","2013-03-01",5527,1046709
"3800","17722","2013-03-01",5528,25514
"3801","13103","2013-03-01",5529,455799
"3802","18328","2014-03-01",5530,1099835
"3803","13337","2014-03-01",5531,911883
"3805","16090","2014-03-01",5534,517295
"3806","11323","2014-03-01",5535,1136945
"3808","18069","2014-03-01",5537,164009
"3810","16053","2014-03-01",5540,1133728
"3811","14152","2014-03-01",5541,24226
"3812","11984","2014-03-01",5542,967509
"3814","9273","2014-03-01",5544,623880
"3815","8322","2014-03-01",5545,79776
"3817","18135","2014-03-01",5547,515058
"3818","9857","2014-03-01",5548,1310607
"3819","9826","2014-03-01",5549,286613
"3821","10988","2012-03-01",5554,132899
"3822","14205","2014-09-01",5564,293379
"3823","14144","2014-09-01",5565,273710
"3824","14236","2014-09-01",5566,1353288
"3825","14223","2014-09-01",5568,733520
"3827","12965","2016-09-01",5571,221478
"3829","13796","2010-03-01",5573,1225680
"3832","8174","2010-03-01",5577,474992
"3834","9561","2012-03-01",5579,941152
"3836","13390","2010-03-01",5581,1074205
"3837","11679","2010-03-01",5582,170211
"3841","19375","2010-03-01",5586,633014
"3843","17377","2008-03-01",5590,191548
"3844","15747","2011-03-01",5591,1080948
"3845","8343","2008-03-01",5592,342073
"3846","8229","2008-03-01",5593,870548
"3847","10479","2008-03-01",5594,514258
"3848","17410","2011-03-01",5596,1350859
"3849","8090","2013-09-01",5597,769513
"3850","15443","2013-09-01",5598,1153459
"3851","15766","2013-09-01",5600,231294
"3852","9515","2013-09-01",5601,186402
"3853","8110","2013-09-01",5602,416805
"3854","15429","2013-09-01",5603,1153457
"3855","8134","2013-09-01",5604,769514
"3856","18547","2009-03-01",5606,1388283
"3857","17269","2013-09-01",5607,51573
"3858","17352","2013-09-01",5608,843826
"3859","17283","2013-09-01",5609,402960
"3860","17298","2013-09-01",5610,315569
"3861","18632","2013-09-01",5612,169495
"3862","17150","2013-09-01",5613,609120
"3863","17024","2011-03-01",5616,1216870
"3864","7716","2011-03-01",5618,1264446
"3865","11760","2008-03-01",5620,1218685
"3866","10360","2008-03-01",5621,779268
"3867","14426","2007-09-01",5635,996419
"3868","20338","2007-09-01",5636,1356321
"3869","21156","2007-09-01",5638,259343
"3870","15310","2007-09-01",5639,386571
"3871","14211","2007-09-01",5640,640783
"3872","14274","2007-09-01",5641,555135
"3873","10402","2007-09-01",5642,1000511
"3874","15319","2007-09-01",5643,210749
"3875","9028","2007-09-01",5644,184124
"3876","20748","2011-03-01",5664,893512
"3877","7441","2011-03-01",5665,601455
"3878","8901","2011-03-01",5666,416923
"3879","12869","2011-03-01",5667,665003
"3880","21276","2011-03-01",5668,590932
"3881","18481","2011-03-01",5669,1211770
"3882","9846","2011-03-01",5670,1295060
"3883","6870","2013-03-01",5671,249903
"3884","15369","2013-03-01",5672,1382655
"3885","20991","2013-03-01",5673,458404
"3886","12012","2015-09-01",5674,323179
"3887","12652","2015-09-01",5675,443268
"3888","8804","2008-09-01",5678,464753
"3889","9398","2011-03-01",5680,83226
"3890","15271","2011-03-01",5681,559679
"3891","9805","2016-09-01",5682,35638
"3892","9926","2016-09-01",5683,212834
"3893","9795","2016-09-01",5684,1181658
"3894","19497","2016-09-01",5685,829734
"3895","9845","2016-09-01",5686,1181659
"3896","9901","2016-09-01",5687,917753
"3897","20197","2016-03-01",5688,879494
"3898","11254","2016-09-01",5689,350514
"3899","11239","2016-09-01",5690,316050
"3900","11287","2016-09-01",5691,1231036
"3901","11367","2016-09-01",5692,1318933
"3902","9746","2016-09-01",5693,916935
"3903","11403","2016-09-01",5694,404046
"3904","11314","2016-09-01",5695,403981
"3905","18164","2015-09-01",5697,753451
"3906","21289","2015-09-01",5698,672097
"3907","13016","2015-09-01",5699,1366176
"3909","21203","2015-09-01",5701,495244
"3910","13522","2015-09-01",5702,221151
"3912","14607","2008-03-01",5704,1308029
"3913","11914","2008-03-01",5738,174402
"3914","13181","2011-03-01",5761,790934
"3915","13305","2011-03-01",5762,525486
"3916","10288","2008-09-01",5767,601482
"3917","6833","2010-03-01",5774,249394
"3918","10971","2011-03-01",5781,174367
"3919","11370","2011-03-01",5783,614425
"3920","13085","2011-03-01",5786,525875
"3921","11445","2008-03-01",5796,392481
"3922","16121","2008-03-01",5797,959605
"3923","20287","2014-03-01",5798,963729
"3924","7220","2016-09-01",5799,1369616
"3925","12451","2016-03-01",5805,273796
"3926","8990","2015-03-01",5806,1152371
"3927","9150","2015-03-01",5807,623849
"3928","13803","2015-03-01",5808,293372
"3929","16473","2015-03-01",5809,870922
"3930","13746","2015-03-01",5810,117049
"3931","20336","2015-03-01",5811,1152255
"3932","14071","2013-09-01",5815,604809
"3933","12722","2013-03-01",5816,313415
"3934","12319","2008-03-01",5818,870116
"3935","20008","2013-09-01",5821,1297463
"3936","12150","2008-03-01",5822,164642
"3937","18024","2007-09-01",5828,393283
"3938","18094","2007-09-01",5829,515005
"3939","10455","2007-09-01",5830,299061
"3940","11227","2007-09-01",5831,344459
"3941","18118","2007-09-01",5832,692086
"3942","10080","2007-09-01",5833,631287
"3943","11189","2007-09-01",5835,344458
"3944","17921","2007-09-01",5836,515155
"3945","10362","2007-09-01",5837,651039
"3948","18917","2012-09-01",5840,137544
"3949","18926","2012-09-01",5841,753523
"3950","7638","2014-03-01",5842,1150577
"3951","6829","2008-03-01",5857,271812
"3952","7445","2008-03-01",5858,318190
"3953","7376","2008-03-01",5859,846486
"3954","7040","2008-03-01",5860,1023226
"3955","20982","2008-03-01",5861,164493
"3956","7024","2008-03-01",5862,758401
"3957","7120","2008-03-01",5863,493704
"3958","7029","2008-03-01",5864,230167
"3959","7046","2008-03-01",5865,142405
"3960","21007","2008-03-01",5866,604001
"3961","20962","2008-09-01",5867,959464
"3962","21054","2008-09-01",5868,990518
"3963","7955","2008-09-01",5869,493447
"3964","5282","2013-03-01",5870,1066289
"3965","8441","2012-09-01",5875,270634
"3966","12304","2011-03-01",5876,801791
"3967","12482","2011-03-01",5878,837636
"3968","13136","2011-03-01",5879,282382
"3970","17280","2011-03-01",5881,511083
"3971","12946","2012-09-01",5882,253602
"3972","19790","2012-09-01",5883,736024
"3973","9733","2012-09-01",5884,608717
"3974","13165","2012-09-01",5885,1189794
"3975","9029","2012-09-01",5886,188774
"3976","9053","2012-09-01",5887,717008
"3977","12996","2012-09-01",5889,450082
"3978","9481","2009-03-01",5897,219422
"3979","12657","2011-03-01",5898,573046
"3980","17043","2011-03-01",5899,485503
"3981","9630","2010-03-01",5901,1046602
"3982","7868","2008-03-01",5902,282338
"3983","16269","2008-03-01",5904,798308
"3984","13141","2010-03-01",5905,295077
"3986","15285","2012-09-01",5908,982191
"3987","14395","2008-03-01",5909,85390
"3988","16355","2008-03-01",5910,341052
"3989","12977","2010-03-01",5927,702334
"3990","12957","2010-03-01",5928,350174
"3991","18400","2007-09-01",5929,1260121
"3992","14926","2013-09-01",5930,760009
"3993","10472","2016-03-01",5934,391524
"3994","4933","2007-09-01",5935,728559
"3995","12241","2011-03-01",5936,326361
"3996","12825","2007-09-01",5937,133492
"3997","17743","2007-09-01",5938,907783
"3998","13340","2007-09-01",5939,192277
"3999","17748","2007-09-01",5940,291258
"4000","18032","2010-03-01",5942,469386
"4001","18047","2011-03-01",5943,982356
"4002","18027","2011-03-01",5944,326196
"4003","8545","2010-03-01",5945,663968
"4004","17990","2011-03-01",5946,541101
"4005","18002","2011-03-01",5947,854413
"4006","20282","2016-03-01",5953,1328321
"4007","17466","2016-03-01",5954,387080
"4008","9511","2016-03-01",5955,503005
"4009","13397","2016-03-01",5957,202635
"4010","14412","2016-03-01",5958,223542
"4011","20340","2016-03-01",5960,211655
"4012","8865","2016-03-01",5962,1403320
"4013","20694","2016-03-01",5963,891613
"4014","8892","2016-03-01",5965,875706
"4015","10996","2016-03-01",5966,1105499
"4017","12999","2016-03-01",5970,1162686
"4018","12867","2016-03-01",5971,967095
"4019","12937","2016-03-01",5972,926457
"4020","14510","2016-03-01",5973,164741
"4023","21240","2016-03-01",5978,247855
"4024","9280","2016-03-01",5979,8115
"4025","19698","2016-03-01",5980,598049
"4029","21094","2016-03-01",5984,450434
"4030","20917","2016-03-01",5985,1270731
"4031","13091","2016-03-01",5986,369962
"4032","12834","2016-03-01",5987,309445
"4033","20355","2016-03-01",5988,65166
"4035","9331","2016-03-01",5990,1354236
"4036","8394","2016-03-01",5991,1047503
"4037","18927","2016-03-01",5994,1036423
"4038","8524","2016-03-01",5996,1297394
"4039","4929","2016-03-01",5997,966146
"4040","8493","2016-03-01",5998,681176
"4041","9171","2016-03-01",5999,592838
"4042","18949","2016-03-01",6000,1125313
"4043","8513","2016-03-01",6001,153263
"4044","8328","2016-03-01",6002,681523
"4045","20709","2016-03-01",6003,526059
"4046","18904","2016-03-01",6005,595382
"4047","9147","2016-03-01",6006,769455
"4048","9599","2008-03-01",6008,10401
"4049","9564","2008-03-01",6009,449700
"4050","9535","2008-03-01",6010,449699
"4052","21362","2016-03-01",6015,319914
"4053","20770","2016-03-01",6016,785597
"4054","21165","2016-03-01",6017,936653
"4057","4816","2016-03-01",6021,422815
"4059","5398","2016-03-01",6023,980143
"4060","14728","2016-03-01",6024,1035429
"4062","9226","2016-03-01",6028,1210894
"4063","18340","2016-03-01",6029,306603
"4064","10316","2016-03-01",6030,210809
"4065","10261","2016-03-01",6031,474415
"4067","10176","2016-03-01",6033,776129
"4068","11413","2016-03-01",6034,833161
"4070","16328","2016-09-01",6036,893207
"4071","8479","2016-09-01",6037,430696
"4072","20968","2016-03-01",6038,1358949
"4074","14683","2016-03-01",6040,66647
"4075","9194","2016-03-01",6042,870588
"4077","9298","2016-03-01",6045,888546
"4081","11193","2016-03-01",6049,757864
"4082","8321","2016-03-01",6050,1223587
"4084","14107","2016-03-01",6052,456837
"4085","21396","2016-03-01",6053,918764
"4087","10862","2016-03-01",6056,1193136
"4089","11008","2016-03-01",6058,1285876
"4090","11751","2016-03-01",6059,220520
